question,answer,question_type,filename
"In what circumstances can a defendant obtain translations of relevant documents in the language of the Member State of residence, principal place of business or, in the absence of residence or principal place of business, place of business?","A defendant can obtain translations of relevant documents in the language of the Member State of residence, principal place of business or, in the absence of residence or principal place of business, place of business, if jurisdiction is entrusted to the central division in accordance with Article 33(1) third or fourth subparagraph, the language of proceedings at the central division is a language which is not an official language of the Member State where the defendant has its residence, principal place of business or, in the absence of residence or principal place of business, place of business, and the defendant does not have proper knowledge of the language of the proceedings. (Article 51(3)(a-c))",simple,UPC_Agreement.pdf
"Who shall inform the Court of any pending revocation, limitation or opposition proceedings before the European Patent Office, and of any request for accelerated processing before the European Patent Office?","A party shall inform the Court of any pending revocation, limitation or opposition proceedings before the European Patent Office, and of any request for accelerated processing before the European Patent Office. (Article 33(10))",simple,UPC_Agreement.pdf
"Can a defendant obtain translations of relevant documents in the language of the Member State of residence, principal place of business or, in the absence of residence or principal place of business, place of business?","Yes, a defendant having its residence, principal place of business or place of business in a Member State may obtain, upon request, translations of relevant documents in the language of the Member State of residence, principal place of business or, in the absence of residence or principal place of business, place of business, in certain circumstances. (Article 51(3))",simple,UPC_Agreement.pdf
"What is the purpose of the exception for ""the use of the patented invention on board vessels of countries of the International Union for the Protection of Industrial Property (Paris Union) or members of the World Trade Organisation""?","The exception for ""the use of the patented invention on board vessels of countries of the International Union for the Protection of Industrial Property (Paris Union) or members of the World Trade Organisation"" in Article 27(f) allows for the use of patented inventions on board ships and other vessels that are registered in countries that are members of the Paris Union or the World Trade Organisation, without infringing on the patent.",simple,UPC_Agreement.pdf
"What is the purpose of the exception for ""the acts allowed pursuant to Article 13(6) of Directive 2001/82/EC or Article 10(6) of Directive 2001/83/EC""?","The exception for ""the acts allowed pursuant to Article 13(6) of Directive 2001/82/EC or Article 10(6) of Directive 2001/83/EC"" in Article 27(d) refers to the use of patented inventions for regulatory testing and approval purposes, as allowed by the relevant EU directives.",simple,UPC_Agreement.pdf
"What is the scope of the exception for ""the extemporaneous preparation by a pharmacy, for individual cases, of a medicine in accordance with a medical prescription""?","The exception for ""the extemporaneous preparation by a pharmacy, for individual cases, of a medicine in accordance with a medical prescription"" in Article 27(e) applies to the preparation of medicines by pharmacists for individual patients, based on a prescription from a doctor, and not for mass production or commercial sale.",simple,UPC_Agreement.pdf
What is the purpose of the Convention on jurisdiction and the recognition and enforcement of judgments in civil and commercial matters (Lugano Convention) according to the text?,The Convention on jurisdiction and the recognition and enforcement of judgments in civil and commercial matters (Lugano Convention) is mentioned in Article 31 and provides for the international jurisdiction of the Court.,simple,UPC_Agreement.pdf
What happens if an action referred to in Article 32(1)(a) is pending before a regional division and the infringement has occurred in the territories of three or more regional divisions?,"If an action referred to in Article 32(1)(a) is pending before a regional division and the infringement has occurred in the territories of three or more regional divisions, the regional division concerned shall, at the request of the defendant, refer the case to the central division.",simple,UPC_Agreement.pdf
Can the Unified Patent Court request preliminary rulings from the Court of Justice of the European Union?,"Yes, the Unified Patent Court must cooperate with the Court of Justice of the European Union in properly interpreting Union law by relying on the latter's case law and by requesting preliminary rulings in accordance with Article 267 TFEU.",simple,UPC_Agreement.pdf
Are there any restrictions on the representation of parties before the Court in proceedings under Article 32(1)(i)?,"Yes, representation in accordance with paragraphs 1 and 2 of Article 48 shall not be required in proceedings under Article 32(1)(i).",simple,UPC_Agreement.pdf
