question,answer,tokens_present,document
What is the purpose of the Agreement on a Unified Patent Court?,"The purpose of the Agreement on a Unified Patent Court is to improve the enforcement of patents and the defense against unfounded claims and patents which should be revoked, and to enhance legal certainty by setting up a Unified Patent Court for litigation relating to the infringement and validity of patents.","['improve', 'enforce', 'defense', 'unfounded', 'patents', 'legal', 'certainty', 'setting', 'litigation', 'infringement', 'validity']",UPC_Agreement.pdf
What is the scope of the Unified Patent Court's competence?,The Unified Patent Court has exclusive competence in respect of European patents with unitary effect and European patents granted under the provisions of the EPC.,"['The', 'Unified', 'Patent', 'Court', 'has', 'exclusive', 'competence', 'in', 'respect', 'of', 'European', 'patents', 'with', 'unitary', 'effect', 'and', 'European', 'patents', 'granted', 'under', 'the', 'provisions', 'of', 'the', 'EPC']",UPC_Agreement.pdf
What is the relationship between the Unified Patent Court and the Court of Justice of the European Union?,"The Court of Justice of the European Union is to ensure the uniformity of the Union legal order and the primacy of European Union law, while the Unified Patent Court is a court common to the Contracting Member States and part of their judicial system.","['Unified Patent Court', 'Court of Justice of the European Union', 'Union legal order', 'European Union law']",UPC_Agreement.pdf
What is the significance of the European Patent Convention (EPC) in relation to the Unified Patent Court?,"The European Patent Convention (EPC) provides for a single procedure for granting European patents by the European Patent Office, and patent proprietors can request unitary effect of their European patents so as to obtain unitary patent protection in the Member States of the European Union participating in the enhanced cooperation.","['European Patent Convention', 'European Patent Office', 'unitary effect', 'Member States', 'European Union', 'enhanced cooperation']",UPC_Agreement.pdf
What is the purpose of Regulation (EU) No 1257/2012?,Regulation (EU) No 1257/2012 implements enhanced cooperation in the area of the creation of unitary patent protection.,"['Regulation (EU) No 1257/2012', 'unitary patent protection']",UPC_Agreement.pdf
What is the role of the European Patent Office in relation to the Unified Patent Court?,"The European Patent Office is responsible for granting European patents, and patent proprietors can request unitary effect of their European patents so as to obtain unitary patent protection in the Member States of the European Union participating in the enhanced cooperation.","['European Patent Office', 'unitary effect', 'European Union']",UPC_Agreement.pdf
Which countries are part of the enhanced cooperation in the area of unitary patent protection?,The Member States of the European Union participating in the enhanced cooperation in the area of unitary patent protection are the Contracting Member States of the Agreement on a Unified Patent Court.,"['Member States', 'European Union', 'Contracting Member States', 'Agreement', 'Unified Patent Court']",UPC_Agreement.pdf
What is the aim of the Unified Patent Court in terms of decision-making?,"The Unified Patent Court is devised to ensure expeditious and high-quality decisions, striking a fair balance between the interests of right holders and other parties, and taking into account the need for proportionality and flexibility.","['expeditious', 'high-quality', 'fair balance', 'proportionality', 'flexibility']",UPC_Agreement.pdf
What is the significance of the Unified Patent Court being a court common to the Contracting Member States?,"The Unified Patent Court being a court common to the Contracting Member States ensures that the court is part of their judicial system, with exclusive competence in respect of European patents with unitary effect and European patents granted under the provisions of the EPC.","['Unified Patent Court', 'Contracting Member States', 'judicial system', 'exclusive competence', 'European patents', 'unitary effect', 'EPC']",UPC_Agreement.pdf
How does the Unified Patent Court ensure legal certainty?,"The Unified Patent Court ensures legal certainty by setting up a single court for litigation relating to the infringement and validity of patents, thus reducing the fragmentation of the patent litigation system in Europe and ensuring that decisions are taken in a consistent and coherent manner.","['The', 'Unified', 'Patent', 'Court', 'ensures', 'legal', 'certainty', 'by', 'setting', 'up', 'a', 'single', 'court', 'for', 'litigation', 'relating', 'to', 'the', 'infringement', 'and', 'validity', 'of', 'patents', 'thus', 'reducing', 'the', 'fragmentation', 'of', 'the', 'patent', 'litigation', 'system', 'in', 'Europe', 'and', 'ensuring', 'that', 'decisions', 'are', 'taken', 'in', 'a', 'consistent', 'and', 'coherent', 'manner.']",UPC_Agreement.pdf
What is the purpose of the Agreement established by the European Union?,The purpose of the Agreement is to establish a Unified Patent Court for the settlement of disputes relating to European patents and European patents with unitary effect.,"['Unified Patent Court', 'European patents', 'unitary effect']",UPC_Agreement.pdf
What is the relationship between the Unified Patent Court and the Court of Justice of the European Union?,"The Unified Patent Court must respect and apply Union law and, in collaboration with the Court of Justice of the European Union, ensure its correct application and uniform interpretation. The Unified Patent Court must also cooperate with the Court of Justice of the European Union in properly interpreting Union law by relying on the latter's case law and by requesting preliminary rulings in accordance with Article 267 TFEU.","['Unified Patent Court', 'Court of Justice of the European Union', 'Union law', 'Article 267 TFEU']",UPC_Agreement.pdf
What are the obligations of the Contracting Member States under the Agreement?,"The Contracting Member States have the obligation to ensure through the Unified Patent Court the full application of, and respect for, Union law in their respective territories and the judicial protection of an individual's rights under that law. They must also cooperate with the Court of Justice of the European Union in properly interpreting Union law.","['Union law', 'Unified Patent Court', 'Court of Justice of the European Union']",UPC_Agreement.pdf
Can any Member State of the European Union join the Agreement?,"Yes, the Agreement is open to accession by any Member State of the European Union. Member States which have decided not to participate in the enhanced cooperation in the area of the creation of unitary patent protection may participate in this Agreement in respect of European patents granted for their respective territory.",['Yes'],UPC_Agreement.pdf
When did the Agreement enter into force?,"The Agreement entered into force on 1 January 2014 or on the first day of the fourth month after the 13th deposit, provided that the Contracting Member States that will have deposited their instruments of ratification or accession include the three States in which the highest number of European patents was in force in the year preceding the year in which the signature of the Agreement takes place, or on the first day of the fourth month after the date of entry into force of the amendments to Regulation (EU) No 1215/2012 concerning its relationship with this Agreement, whichever is the latest.",['1 January 2014'],UPC_Agreement.pdf
"What is the definition of ""Court"" in the Agreement?","In the Agreement, ""Court"" means the Unified Patent Court created by this Agreement.","['Court', 'Unified', 'Patent', 'Court', 'created', 'this', 'Agreement']",UPC_Agreement.pdf
"What is the definition of ""Member State"" in the Agreement?","In the Agreement, ""Member State"" means a Member State of the European Union.","['Member State', 'European Union']",UPC_Agreement.pdf
