question,answer,tokens_present,document
What is the main driver for change in the communications industry?,"The main drivers for change in the communications industry are the development of new technologies, including fixed and mobile access technologies delivering very high-speed broadband services, and the proliferation of NGN networks.","['development', 'technologies', 'fixed', 'mobile', 'access', 'high-speed', 'broadband', 'proliferation', 'NGN']",Telecommunications_regulation_strategy_policy.pdf
What is PwC's strategy and policy in the communications industry?,"PwC's strategy and policy in the communications industry is to assist regulatory authorities in designing and defining their regulatory policy and to assist operators in shaping regulatory policy, case making, and regulatory negotiations and submissions.","['PwC', 'strategy', 'policy', 'communications', 'industry']",Telecommunications_regulation_strategy_policy.pdf
What are the main areas of assistance that PwC provides in regulatory strategy and case building?,"PwC provides assistance in industry consultations and regulatory negotiations, regulatory case building, regulatory impact analysis, writing of regulatory submissions, representation at meetings, preparation of regulatory roadmaps, and outlining regulatory issues likely to be raised by the regulator and other operators.","['industry consultations', 'regulatory negotiations', 'regulatory case building', 'regulatory impact analysis', 'writing of regulatory submissions', 'representation at meetings', 'preparation of regulatory roadmaps', 'outlining regulatory issues']",Telecommunications_regulation_strategy_policy.pdf
What is the purpose of PwC's regulatory roadmaps?,PwC's regulatory roadmaps outline regulatory issues likely to be raised by the regulator and other operators and help clients develop a strategy and position on each of the regulatory issues.,"['PwC', 'regulatory', 'roadmaps', 'outline', 'regulatory', 'issues', 'likely', 'raised', 'regulator', 'operators', 'help', 'clients', 'develop', 'strategy', 'position', 'regulatory', 'issues']",Telecommunications_regulation_strategy_policy.pdf
What are some of the regulatory issues that PwC assists operators and regulators with?,"PwC assists operators and regulators with a wide range of regulatory issues, including national broadband strategy, spectrum policy, valuation, auction strategy, and licensing, regulated interconnection and access, definition, terms, pricing, Local Loop Unbundling (LLU), Bitstream Access, Passive Infrastructure Access (PIA), etc.","['valuation', 'auction', 'strategy', 'licensing', ' Local Loop Unbundling', 'Bitstream Access', 'Passive Infrastructure Access']",Telecommunications_regulation_strategy_policy.pdf
What is the significance of spectrum policy in the communications industry?,"Spectrum policy is crucial in the communications industry as it deals with the allocation and management of radio spectrum, which is a scarce resource that is essential for wireless communication services.","['Spectrum', 'policy', 'communications', 'industry', 'allocation', 'management', 'radio', 'spectrum', 'scarce', 'resource', 'wireless', 'communication', 'services']",Telecommunications_regulation_strategy_policy.pdf
What is the role of regulatory impact analysis in telecommunications regulation?,"Regulatory impact analysis is an assessment of the potential impact of proposed regulations on the telecommunications industry, including the economic, social, and environmental effects.","['regulatory', 'impact', 'analysis', 'telecommunications', 'industry']",Telecommunications_regulation_strategy_policy.pdf
How does PwC assist clients in regulatory negotiations and submissions?,"PwC assists clients in regulatory negotiations and submissions by providing support in industry consultations, regulatory case building, and representation at meetings.","['PwC', 'assists', 'clients', 'regulatory', 'negotiations', 'submissions', 'support', 'industry', 'consultations', 'case', 'building', 'representation', 'meetings']",Telecommunications_regulation_strategy_policy.pdf
What is the importance of local loop unbundling (LLU) in telecommunications regulation?,"Local loop unbundling (LLU) is important in telecommunications regulation as it allows operators to access and use existing infrastructure, such as copper wires, to provide broadband services to customers.","['LLU', 'infrastructure', 'copper wires', 'broadband', 'customers']",Telecommunications_regulation_strategy_policy.pdf
How does PwC's expertise in regulatory policy and strategy benefit clients?,PwC's expertise in regulatory policy and strategy benefits clients by providing them with the knowledge and skills necessary to navigate complex regulatory issues and develop effective strategies for regulatory compliance and advocacy.,"['PwC', 'regulatory', 'policy', 'strategy', 'clients', 'knowledge', 'skills', 'navigate', 'complex', 'issues', 'develop', 'effective', 'strategies', 'compliance', 'advocacy']",Telecommunications_regulation_strategy_policy.pdf
What is the main focus of PwC's assistance in the area of regulatory strategy and case building?,"PwC's assistance in the area of regulatory strategy and case building covers a wide range of regulatory issues, including national broadband strategy, spectrum policy, regulated interconnection and access, mobile and fixed termination rates, NGN/NGA regulation, universal service and universal access, access deficit contributions, numbering and number portability, regulatory accounting, comparative efficiency studies, and cost of capital.","['regulatory', 'strategy', 'case', 'building']",Telecommunications_regulation_strategy_policy.pdf
What is the purpose of implementing the proposed policy in the telecoms sector?,"The purpose of implementing the proposed policy in the telecoms sector is to govern the relevant areas of the telecoms sector such as access regulations, regulated pricing, spectrum allocation, rollout/provision requirements, etc.","['govern', 'regulate', 'access', 'pricing', 'spectrum', 'rollout', 'provision', 'telecoms', 'sector']",Telecommunications_regulation_strategy_policy.pdf
What are the different cost concepts used in telecoms regulation?,"The different cost concepts used in telecoms regulation include Fully Allocated Costs (FAC), Long Run Incremental Costs (LRIC), Pure Long Run Incremental Costing (Pure LRIC), Stand Alone Costs (SAC), and Marginal Costs (MC).","['FAC', 'LRIC', 'Pure LRIC', 'SAC', 'MC']",Telecommunications_regulation_strategy_policy.pdf
What is the difference between FAC and LRIC?,"FAC models calculate average service costs by distributing costs over services based on cost allocation keys, whereas LRIC focuses on the additional costs caused by a given service (or set of services), acting as a proxy for marginal cost.","['FAC', 'LRIC', 'cost', 'allocation', 'keys', 'marginal', 'cost', 'proxy']",Telecommunications_regulation_strategy_policy.pdf
What is the purpose of cost modelling in the telecoms sector?,"Cost modelling is central to large parts of regulatory scrutiny in the telecoms sector, as it helps to calculate service costs in a sector with high fixed costs and shared network elements.","['cost', 'modelling', 'telecoms', 'sector']",Telecommunications_regulation_strategy_policy.pdf
What are the two major types of cost models used in the calculation of telecoms service costs?,The two major types of cost models used in the calculation of telecoms service costs are Top Down models and Bottom Up engineering models.,"['Top Down', 'Bottom Up']",Telecommunications_regulation_strategy_policy.pdf
What is the difference between Top Down and Bottom Up cost models?,"Top Down models are based on historical accounting data from the general ledger, while Bottom Up engineering models are based on a simulation of the network that an efficient operator would build.","['Top Down', 'Bottom Up']",Telecommunications_regulation_strategy_policy.pdf
What is the relevance of marginal cost in the context of short-term pricing strategy and competition analysis?,Marginal Costs (MC) are particularly relevant in the context of short-term pricing strategy and competition analysis.,"['Marginal', 'Costs', 'MC', 'short-term', 'pricing', 'strategy', 'competition', 'analysis']",Telecommunications_regulation_strategy_policy.pdf
What is the purpose of Access Deficit Contributions (ADCs)?,Access Deficit Contributions (ADCs) are used to fund the net cost of provision of universal service and universal access.,"['Access', 'Deficit', 'Contributions', 'universal', 'service', 'universal', 'access']",Telecommunications_regulation_strategy_policy.pdf
What is the role of regulatory accounting in the telecoms sector?,"Regulatory accounting is used to assess the cost of capital and asset valuation, as well as to ensure accounting separation.","['regulatory', 'accounting', 'telecoms', 'sector']",Telecommunications_regulation_strategy_policy.pdf
