question,answer,question_type,filename
What is the name of the e-learning course introduced by Singtel to raise awareness and understanding of sustainability among its people?,"The name of the e-learning course introduced by Singtel is ""Fundamentals of Sustainability.""",simple,Annual_Report_Singtel.pdf
"What is the purpose of Singtel Group's Internal Audit, Group Risk Management, Legal, and Group People and Sustainability functions?","The purpose of Singtel Group's Internal Audit, Group Risk Management, Legal, and Group People and Sustainability functions is to work closely with its business units to continuously uplift its corporate governance, raise awareness, and train its people.",simple,Annual_Report_Singtel.pdf
What was the percentage reduction in Singtel Group's total GHG emissions for all three scopes in FY2023 compared to FY2022?,"The Singtel Group’s total GHG emissions for all three scopes in FY2023 were 4,007,299tCO2e, a 53.63% reduction compared to FY2022.",simple,Annual_Report_Singtel.pdf
What was the reduction in Singtel Group's scope 1 and 2 emissions in FY2023 compared to the previous year?,"Singtel Group's scope 1 and 2 emissions decreased by 1.13% and 11.44% respectively compared to the year before, resulting in an overall reduction of 55,987tCO2e or 11.31% from the previous year.",simple,Annual_Report_Singtel.pdf
How does Singtel Group engage its suppliers to set clear expectations for respecting workers' human rights?,"Singtel Group engages its suppliers to set clear expectations for respecting workers' human rights through sustainable supply chain management practices, including establishing a dedicated anti-bribery and corruption compliance function and developing a comprehensive framework to strengthen its ethical culture and mitigate related risk exposures.",simple,Annual_Report_Singtel.pdf
How much has Singtel funded in local and regional social impact start-ups through the Singtel Group Future Makers program?,Singtel has funded over S$5 million in local and regional social impact start-ups through the Singtel Group Future Makers program.,simple,Annual_Report_Singtel.pdf
What is the reason for the significant decrease in Singtel Group's scope 3 emissions in FY2023?,"Singtel Group's scope 3 emissions decreased significantly in FY2023 due to the adoption of a hybrid method for category 1 and 2, which resulted in significant emissions reduction.",simple,Annual_Report_Singtel.pdf
"What actions has Singtel Group taken to promote user safety, well-being, and access to services?","Singtel Group has taken various actions to promote user safety, well-being, and access to services, such as enhancing its corporate governance practices, establishing a dedicated anti-bribery and corruption compliance function, and developing a comprehensive framework to strengthen its ethical culture and mitigate related risk exposures.",simple,Annual_Report_Singtel.pdf
What is Singtel Group's target for reducing absolute scope 1 and 2 GHG emissions?,Singtel Group's target is to reduce absolute scope 1 and 2 GHG emissions by 42% from 2015 baseline by 2030.,simple,Annual_Report_Singtel.pdf
"How does Singtel Group uphold the highest standards of integrity, corporate governance, and ethics?","Singtel Group upholds the highest standards of integrity, corporate governance, and ethics through a comprehensive framework that covers strong leadership and corporate culture, robust and effective internal controls and policies, and risk management.",simple,Annual_Report_Singtel.pdf
What is the purpose of the independent limited assurance statement included in the report?,The independent limited assurance statement provides an independent assessment of the accuracy and completeness of certain key ESG disclosures in the report.,simple,Annual_Report_Singtel.pdf
What are the responsibilities of the various Board Committees in Singtel's sustainability governance structure?,"The various Board Committees, including the Executive Resource and Compensation Committee (ERCC), the Board Risk Committee (RC), and the Finance and Investment Committee (FIC), have responsibility for addressing relevant sustainability topics such as ESG KPIs, material ESG risks, sustainability-linked financing, and associated ESG KPIs.",simple,Annual_Report_Singtel.pdf
What is the percentage reduction in Singtel's scope 1 and 2 emissions in Singapore?,Singtel's scope 1 and 2 emissions in Singapore reduced by 5.08%.,simple,Annual_Report_Singtel.pdf
What was the reason for the decrease in Singtel Group's scope 1 emissions in FY2023?,The decrease in Singtel Group's scope 1 emissions in FY2023 was due to lesser refrigerants used by Optus and lower fuel consumption by generators and vehicle fleet in Singapore.,simple,Annual_Report_Singtel.pdf
How many students have benefited from the Optus Digital Thumbprint Programme since its launch in 2013?,More than half a million students in Australia have benefited from the Optus Digital Thumbprint Programme since its launch in 2013.,simple,Annual_Report_Singtel.pdf
What is the estimated energy savings from Singtel's lighting upgrades across its retail stores and network sites?,Singtel has saved more than 235.90MWh annually through its lighting upgrades across retail stores and network sites.,simple,Annual_Report_Singtel.pdf
What are the top three categories with the largest emissions for Singtel Group's scope 3 indirect GHG emissions?,"The top three categories with the largest emissions for Singtel Group's scope 3 indirect GHG emissions are category 15, 1, and 11, respectively.",simple,Annual_Report_Singtel.pdf
What is the role of Project Zero in Singtel Group's sustainability efforts?,Project Zero is an extensive internal exercise conducted by Singtel Group to review and refresh its science-based targets to align with the Paris Agreement's ambition of a 1.5°C pathway.,simple,Annual_Report_Singtel.pdf
What are some of the key highlights of Singtel's sustainability efforts in FY2023?,"Some of the key highlights include the achievement of improvement in GHG emissions intensity, reduction of scope 1 and 2 absolute emissions, and increased investment in employee development.",simple,Annual_Report_Singtel.pdf
