question,answer,question_type,filename
"Is it acceptable to provide information about <Organization> or its employees, clients, customers, patients, or associates to any outside party without authorization?","No, the policy prohibits providing information about <Organization> or its employees, clients, customers, patients, or associates to any outside party without explicit authorization.",simple,Cyber_Security_Policy.pdf
"Who is responsible for determining the impact to the organization if information, business processes, or system functions were not available or if they are misused?","Systems and information owners are responsible for determining the impact to the organization if information, business processes, or system functions were not available or if they are misused.",simple,Cyber_Security_Policy.pdf
Is it acceptable to share music or other files on a peer-to-peer basis or otherwise share content in violation of copyright laws?,"No, the policy prohibits sharing music or other files on a peer-to-peer basis or otherwise sharing content in violation of copyright laws.",simple,Cyber_Security_Policy.pdf
What are some of the prohibited activities for employees and contractors when using <Organization> computing devices or information systems?,"Employees and contractors shall not, under any circumstances, use <Organization> computing devices or information systems to engage in any activity that is illegal or violates the rights of any person, download or install software of any type without authorization, copy or distribute any copyrighted material without authorization, access the personal information of others without authorization, make any claims on behalf of <Organization> unless authorized to do so, or associate <Organization>’s name with any activity that would harm the reputation of the organization.",simple,Cyber_Security_Policy.pdf
"What is the role of the Security Officer in evaluating security exposures, misuse, or non-compliance situations in <Organization>?","The Security Officer in <Organization> is responsible for evaluating security exposures, misuse, or non-compliance situations and ensuring implementation of security controls to address those incidences.",simple,Cyber_Security_Policy.pdf
What types of software are prohibited from being downloaded or installed on <Organization> computing devices?,The policy prohibits the download or installation of any software without authorization.,simple,Cyber_Security_Policy.pdf
What is the responsibility of management in developing secure processing systems and operating these systems in a controlled environment in <Organization>?,Management in <Organization> is responsible for developing secure processing systems and operating these systems in a controlled environment.,simple,Cyber_Security_Policy.pdf
Can employees or contractors post comments or information to social networking sites or blogs on behalf of or using the name of the organization?,"No, the policy prohibits posting comments or information to social networking sites or blogs on behalf of or using the name of the organization, unless explicitly authorized to do so.",simple,Cyber_Security_Policy.pdf
Can employees or contractors engage in activities that interfere with the ability of another organization or individual to conduct computing activities?,"No, the policy prohibits engaging in any activity that interferes with the ability of another organization or individual to conduct computing activities.",simple,Cyber_Security_Policy.pdf
Are employees or contractors allowed to visit websites that exhibit sexually explicit material or promote illegal activities?,"No, the policy prohibits visiting websites that exhibit sexually explicit material, gambling sites, or sites related to illegal activities.",simple,Cyber_Security_Policy.pdf
Can you install any software or application that allows access to <Organization>’s systems from a remote location without authorization?,"No, you should not install any software or application that allows access to <Organization>’s systems from a remote location without appropriate authorization from <Organization>.",simple,Cyber_Security_Policy.pdf
What should employees do if they suspect that someone else may know their password or PIN?,Employees must change their passwords and PINs immediately if they suspect that someone else may know them.,simple,Cyber_Security_Policy.pdf
What are the standards for employees authorized to post to social media sites on behalf of the organization?,"Employees authorized to post to social media sites on behalf of the organization must adhere to the following standards: be respectful, use the first person, be accurate, cite source material, clearly state that their opinions are their own, and not use profanity, ethnic slurs or abusive language.",simple,Cyber_Security_Policy.pdf
Can employees or contractors visit websites that encourage discrimination or violate the rights of any group or individual?,"No, the policy prohibits visiting websites that encourage discrimination or violate the rights of any group or individual, except in the course of authorized research.",simple,Cyber_Security_Policy.pdf
"Who is responsible for identifying and managing risks relating to the security, integrity, and continuity of information?","Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and continuity of information, and for the business processes and system functions that create, modify, delete, or use this information.",simple,Cyber_Security_Policy.pdf
"Who is responsible for ensuring the security, confidentiality, integrity, and availability of <Organization> information and information processing infrastructure?","The Security Officer of <Organization> is responsible for ensuring the security, confidentiality, integrity, and availability of <Organization> information and information processing infrastructure.",simple,Cyber_Security_Policy.pdf
"Who is responsible for protecting user credentials such as usernames, passwords, and PINs?",Employees are responsible for protecting user credentials and must follow certain guidelines to ensure their security.,simple,Cyber_Security_Policy.pdf
What should you do if you observe any unauthorized disclosure of Protected Information or Confidential Information?,You should report it to the Security Officer or another authorized <Organization> representative as a security incident.,simple,Cyber_Security_Policy.pdf
What are some requirements for mobile devices that are in effect for all mobile devices used for <Organization> business?,"Mobile devices must have strong authentication using password, PIN and/or biometric security, and must be password protected in accordance with <Organization>'s Acceptable Use Policy. Additionally, installing malicious programs, unauthorized software or tools onto mobile devices is prohibited, and remote locking and wipe functionality should be configured and enabled where available.",simple,Cyber_Security_Policy.pdf
What should be documented in the event of a suspected information security incident?,"The facts surrounding an intrusion, infection, or system compromise must be documented, reported to the Security Officer, and include the circumstances that led to the discovery of the incident, actions which were immediately taken, the names of persons involved in investigating the incident, and detailed observations about what transpired, what damage was caused, and what systems or files were compromised.",simple,Cyber_Security_Policy.pdf
What should you do if you are asked for information or data regarding <Organization> or its clients?,"You should direct any requests for information, data, or views on <Organization> or its clients to XXX for guidance.",simple,Cyber_Security_Policy.pdf
What is the policy on posting non-business-related messages to internet posting sites?,Posting the same or similar non-business-related messages to large numbers of internet posting sites is not allowed.,simple,Cyber_Security_Policy.pdf
"How often should the documented security policies, standards, and procedures be reviewed and updated in <Organization>?","The documented security policies, standards, and procedures in <Organization> should be reviewed, updated, and maintained periodically by appropriate individuals.",simple,Cyber_Security_Policy.pdf
What should management do to ensure that all Users of information understand how to protect company assets?,"Management should ensure that all Users of information understand how to protect company assets, including information and information resources and comply with security policies, standards, and procedures.",simple,Cyber_Security_Policy.pdf
What should you do if someone asks you for a password or account information?,You should be suspicious and not provide the information as it could be a phishing attempt.,simple,Cyber_Security_Policy.pdf
What is the purpose of providing instructions to recipients of outside access to <Organization> information?,"The purpose of providing instructions to recipients of outside access to <Organization> information is to notify them of any security requirements, including the need to maintain the confidentiality of the information, requirements for distribution of the information within their organization, and procedures for destruction or return of the information following the period of access.",simple,Cyber_Security_Policy.pdf
"Considering the policy on sharing and accessing information on mobile devices for <Organization> business, how should employees secure their mobile devices to prevent data breaches, while also adhering to the guidelines for remote access and data storage?","Employees must only use a secure file-sharing site and application to securely access, share and save information.",conditional,Cyber_Security_Policy.pdf
"Under what circumstances can employees use email or IM for personal purposes at the organization, and what are the prohibited activities?","Yes, employees may use their organization email and IM for a reasonable degree of acceptable personal use, providing such use does not contravene any part of the policy.",conditional,Cyber_Security_Policy.pdf
Under what circumstances can employees or contractors make claims on behalf of <Organization>?,"No, the policy prohibits making claims on behalf of <Organization> without authorization.",conditional,Cyber_Security_Policy.pdf
How does Delivery Partner Management ensure data protection and system availability while evaluating the service capability of potential business partners?,The Delivery Partner Management ensures processes exist to evaluate the service capability of potential business partners and monitors partners and suppliers to ensure defined service objectives are met.,conditional,Cyber_Security_Policy.pdf
"What precautions must employees take when using mobile devices for organization business, considering the potential risks associated with remote access, data storage, and security?","Employees must keep their mobile phones in a secure location when not in use and never leave them unattended. They must also install apps only from trusted sources, avoid sending personal information via text or email, and be careful what they click.",conditional,Cyber_Security_Policy.pdf
"What types of mobile phones are permitted for conducting business at <Organization> under the organization's mobile computing policy, and how must employees protect data stored on remote or mobile devices?","Only <Organization>-issued mobile phones are permitted for conducting business, unless an employee's leader has approved the use of a personal mobile phone.",conditional,Cyber_Security_Policy.pdf
"What are the guidelines for employees when expressing personal opinions or views via email and IM, considering the organization's policies regarding harassment, advertising, and data security?",Employees must exercise caution when expressing personal opinions or views via email and IM. Language used should always remain polite and respectful.,conditional,Cyber_Security_Policy.pdf
"What policy governs using personal mobile phones for conducting organization business, and how does it address security and data protection concerns?",The use of personal mobile phones for conducting <Organization> business is strictly prohibited unless the use of a personal mobile phone has been approved by an employee's leader.,conditional,Cyber_Security_Policy.pdf
What dual responsibility do employees have regarding information security and system access in <Organization>?,"Employees in <Organization> are required to comply with management’s direction for the use and protection of information technology processing systems and information, and must act with urgency and diligence to fulfill these requirements.",conditional,Cyber_Security_Policy.pdf
"Under what conditions can mobile devices connect to <Organization> networks, considering approved hardware and software configurations, security breach reporting, remote access logging, and data storage restrictions?","Only the following types of mobile devices shall be connected to <Organization> networks: [List specific types, brands, models, etc. that should be allowed].",conditional,Cyber_Security_Policy.pdf
"What types of devices are not allowed to connect to <Organization> networks, and what restrictions are in place for mobile devices that do connect?",The following types of devices shall not be connected to any <Organization> network: [List any types of devices that you do NOT want to allow to connect].,conditional,Cyber_Security_Policy.pdf
"Under what circumstances must employees use a combination of letters, numbers, and symbols when selecting a new password, besides protecting sensitive information?","Yes, employees must use a combination of letters, numbers, and symbols when selecting a new password.",conditional,Cyber_Security_Policy.pdf
"Considering the provided context, who is responsible for implementing and enforcing the Information Security Policy, and how does their role ensure the protection of sensitive information?",The Security Officer is responsible for implementing and enforcing the Information Security Policy.,conditional,Cyber_Security_Policy.pdf
"Considering the responsibility of the Security Officer in implementing monitoring capabilities, what dual role does the officer serve in maintaining security and integrity?",The responsibility of the Security Officer in implementing monitoring capabilities is to implement appropriate measures to detect attempts to compromise the security or integrity of information or information technology systems.,conditional,Cyber_Security_Policy.pdf
How should remote access computers' hardware and software be configured to meet security requirements while maintaining functionality?,Installing non-approved hardware/software on remote access computers is not allowed.,conditional,Cyber_Security_Policy.pdf
"What should employees do if they make an error regarding facts in a social media post, considering the organization's policy on email and IM usage, and the guidelines for posting on social media sites on behalf of the organization?","If employees make an error regarding facts in a social media post, they should post a correction or retraction as soon as possible.",conditional,Cyber_Security_Policy.pdf
"What policy governs minimizing data storage on mobile devices for <Organization> business, given the prohibition of personal mobile phones for conducting business without approval, and the requirement for strong authentication, prohibition of malicious software, remote locking and wipe functionality, and data protection measures, including full hard disk encryption, secure file-sharing sites, and approved connection methods for remote access, as well as restrictions on hardware and software configurations that do not meet <Organization> business requirements?",Minimizing data storage on mobile devices will minimize the risk to data loss.,conditional,Cyber_Security_Policy.pdf
"Considering the provided context, what types of external storage devices are prohibited for storing organization data, and what measures must be implemented to protect data stored on remote or mobile devices?","USB, eSata, Firewire, Bluetooth, and wireless devices are not allowed to be used for storing <Organization> data.",conditional,Cyber_Security_Policy.pdf
"What are the two main factors that the organization's email policy aims to address, and what are some specific examples of actions that violate these factors?","Sending unsolicited email messages, including sending “junk mail” or other advertising material to individuals who did not specifically request such material.",conditional,Cyber_Security_Policy.pdf
"What are the guidelines for employees regarding information disclosure and security when using online resources and social media, and how should they protect the organization from cyber threats like phishing attacks?","You should cite the source, and if possible, cite the original source.",conditional,Cyber_Security_Policy.pdf
What is the dual role of the Security Officer in maintaining information security and employee awareness within an organization?,The Security Officer is responsible for developing and implementing an Information Security Awareness Program that supports employee awareness.,conditional,Cyber_Security_Policy.pdf
"What dual purpose should employees serve by keeping sensitive information and items when leaving their desks unattended, considering cybersecurity and physical security controls?",Employees must lock away sensitive information and items when they leave their desks unattended.,conditional,Cyber_Security_Policy.pdf
"How does the policy address the security of remote working and mobile device use by employees, considering the various types of mobile devices, data storage restrictions, and allowed connection methods, while ensuring compliance with the organization's security standards and minimizing data breaches?","Yes, employees can use their personally owned mobile devices for <Organization> business, but they must comply with the policy requirements and implement company-approved measures to prevent theft and unauthorized access.",conditional,Cyber_Security_Policy.pdf
"What steps must be taken when granting outside access to <Organization> information, considering the principle of least privilege and proper authorization?","When approval for outside access to <Organization> information is granted, instructions must be provided to the recipient notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements for distribution of the information within their organization, and procedures for destruction or return of the information following the period of access.",conditional,Cyber_Security_Policy.pdf
