context,question,choices,answer,filename
"Security Policy Instructions This template is a starting point to enable you to create a Security Policy tailored to meet the needs of your organization.  Perform a full document replacement of <Organization>  with the proper name of your organization. When you have customized the policy to your satisfaction, you can simply delete these instructions and paste the remaining  text into your own policy document format. Alternatively, you may modify the footer in this document to suit your organization. Policy Change Log Date Change Edited by: Approved by: Policy creationInstructions .  1 Policy Change Log .  1 Purpose of the Policy .  3 Scope of the Policy .  3 Definitions .  3  Information Owner .  3  Custodians .  3  Information Users .  3 Policy Requirements .  4  Security Management .  4  Confidentiality .  4  Integrity .  4  A vailability .  4  Authentication .  4  Information Assets .  4  Accountability .  5  Information Access .  5  Policy Responsibilities .  5   Security Officer .  5  Information Resources .  6  System and Information Ownership .  6  Access to Systems and Information .  7  Security Monitoring and Enforcement .  7  Security Awareness Program .  7  Computer Security Incident Response .  8  Disaster Recovery/Business Continuity Planning .  8  Compliance .  8  Service Delivery .  8  Physical and Environmental Security .  9  Delivery Partner Management .  9  Additional Policies .  9  Policy Review .  9Table of ContentsPurpose of the Policy  This Information Security Policy (“Policy”) expresses <Organization> ’s commitment to managing information security risks  effectively and efficiently, coordinated globally and in compliance with applicable regulations wherever it conducts business. This Policy is the foundation for all information security activities. It focuses not only on the technology for the storage,  processing, and transmission of information, but also on administrative and operational practices for the protection of all  information, data, files, and processing resources owned by <Organization> . It is the intent of this Policy to facilitate the exchange of information and computing resources while balancing the need for  protecting information with the cost of implementation. This Policy is the property of <Organization> . It is intended for distribution to all employees and users of information systems  at <Organization>  locations. Scope of the Policy  This Policy applies to all employees, vendors, contractors, and consultants, who create, distribute, access, or manage  information by means of <Organization> ’s information technology systems including personal or corporate computers,  networks, and communication services by which they are connected. It equally applies to individuals and enterprises, who by  nature of their relationship to <Organization> , are entrusted with confidential or sensitive information. This Policy addresses all aspects of information security and continuity from initial design of a system through implementation  and operation. It also addresses any device used to store, process, or communicate <Organization>  proprietary or other  protected information. Definitions Information Owner  – Information Owners are the managers who bear responsibility for the acquisition, development, and  maintenance of applications that process <Organization>  information. All application and company information must have a  designated Information Owner. For each type of information, Information Owners designate the relevant sensitivity classification,  designate the appropriate level of criticality, define which users will be granted access, and approve requests for various ways  in which the information will be utilized. Custodians  –  Custodians are in physical or logical possession of either <Organization>  information or information that  has been entrusted to <Organization> . While System Administrators are Custodians, whenever information is maintained  only on a personal computer, the User is also a Custodian. Custodians are responsible for safeguarding the information,  including implementing access control systems to prevent inappropriate disclosure, and making backups so that critical  information will not be lost. Custodians are also required to implement, operate, and maintain the security measures defined by   Information Owners",What is the role of an Information Owner?,"['To implement, operate, and maintain security measures defined by Information Owners.', 'To designate the relevant sensitivity classification and appropriate level of criticality for information.', 'To safeguard information, including implementing access control systems and making backups.', 'To create, distribute, access, or manage information by means of <Organization>’s information technology systems.']",1,Cyber_Security_Policy.pdf
"Security Policy Instructions This template is a starting point to enable you to create a Security Policy tailored to meet the needs of your organization.  Perform a full document replacement of <Organization>  with the proper name of your organization. When you have customized the policy to your satisfaction, you can simply delete these instructions and paste the remaining  text into your own policy document format. Alternatively, you may modify the footer in this document to suit your organization. Policy Change Log Date Change Edited by: Approved by: Policy creationInstructions .  1 Policy Change Log .  1 Purpose of the Policy .  3 Scope of the Policy .  3 Definitions .  3  Information Owner .  3  Custodians .  3  Information Users .  3 Policy Requirements .  4  Security Management .  4  Confidentiality .  4  Integrity .  4  A vailability .  4  Authentication .  4  Information Assets .  4  Accountability .  5  Information Access .  5  Policy Responsibilities .  5   Security Officer .  5  Information Resources .  6  System and Information Ownership .  6  Access to Systems and Information .  7  Security Monitoring and Enforcement .  7  Security Awareness Program .  7  Computer Security Incident Response .  8  Disaster Recovery/Business Continuity Planning .  8  Compliance .  8  Service Delivery .  8  Physical and Environmental Security .  9  Delivery Partner Management .  9  Additional Policies .  9  Policy Review .  9Table of ContentsPurpose of the Policy  This Information Security Policy (“Policy”) expresses <Organization> ’s commitment to managing information security risks  effectively and efficiently, coordinated globally and in compliance with applicable regulations wherever it conducts business. This Policy is the foundation for all information security activities. It focuses not only on the technology for the storage,  processing, and transmission of information, but also on administrative and operational practices for the protection of all  information, data, files, and processing resources owned by <Organization> . It is the intent of this Policy to facilitate the exchange of information and computing resources while balancing the need for  protecting information with the cost of implementation. This Policy is the property of <Organization> . It is intended for distribution to all employees and users of information systems  at <Organization>  locations. Scope of the Policy  This Policy applies to all employees, vendors, contractors, and consultants, who create, distribute, access, or manage  information by means of <Organization> ’s information technology systems including personal or corporate computers,  networks, and communication services by which they are connected. It equally applies to individuals and enterprises, who by  nature of their relationship to <Organization> , are entrusted with confidential or sensitive information. This Policy addresses all aspects of information security and continuity from initial design of a system through implementation  and operation. It also addresses any device used to store, process, or communicate <Organization>  proprietary or other  protected information. Definitions Information Owner  – Information Owners are the managers who bear responsibility for the acquisition, development, and  maintenance of applications that process <Organization>  information. All application and company information must have a  designated Information Owner. For each type of information, Information Owners designate the relevant sensitivity classification,  designate the appropriate level of criticality, define which users will be granted access, and approve requests for various ways  in which the information will be utilized. Custodians  –  Custodians are in physical or logical possession of either <Organization>  information or information that  has been entrusted to <Organization> . While System Administrators are Custodians, whenever information is maintained  only on a personal computer, the User is also a Custodian. Custodians are responsible for safeguarding the information,  including implementing access control systems to prevent inappropriate disclosure, and making backups so that critical  information will not be lost. Custodians are also required to implement, operate, and maintain the security measures defined by   Information Owners",Who is responsible for implementing and enforcing the Information Security Policy?,"['Information Owners', 'Custodians', 'System Administrators', 'Users']",1,Cyber_Security_Policy.pdf
"Security Policy Instructions This template is a starting point to enable you to create a Security Policy tailored to meet the needs of your organization.  Perform a full document replacement of <Organization>  with the proper name of your organization. When you have customized the policy to your satisfaction, you can simply delete these instructions and paste the remaining  text into your own policy document format. Alternatively, you may modify the footer in this document to suit your organization. Policy Change Log Date Change Edited by: Approved by: Policy creationInstructions .  1 Policy Change Log .  1 Purpose of the Policy .  3 Scope of the Policy .  3 Definitions .  3  Information Owner .  3  Custodians .  3  Information Users .  3 Policy Requirements .  4  Security Management .  4  Confidentiality .  4  Integrity .  4  A vailability .  4  Authentication .  4  Information Assets .  4  Accountability .  5  Information Access .  5  Policy Responsibilities .  5   Security Officer .  5  Information Resources .  6  System and Information Ownership .  6  Access to Systems and Information .  7  Security Monitoring and Enforcement .  7  Security Awareness Program .  7  Computer Security Incident Response .  8  Disaster Recovery/Business Continuity Planning .  8  Compliance .  8  Service Delivery .  8  Physical and Environmental Security .  9  Delivery Partner Management .  9  Additional Policies .  9  Policy Review .  9Table of ContentsPurpose of the Policy  This Information Security Policy (“Policy”) expresses <Organization> ’s commitment to managing information security risks  effectively and efficiently, coordinated globally and in compliance with applicable regulations wherever it conducts business. This Policy is the foundation for all information security activities. It focuses not only on the technology for the storage,  processing, and transmission of information, but also on administrative and operational practices for the protection of all  information, data, files, and processing resources owned by <Organization> . It is the intent of this Policy to facilitate the exchange of information and computing resources while balancing the need for  protecting information with the cost of implementation. This Policy is the property of <Organization> . It is intended for distribution to all employees and users of information systems  at <Organization>  locations. Scope of the Policy  This Policy applies to all employees, vendors, contractors, and consultants, who create, distribute, access, or manage  information by means of <Organization> ’s information technology systems including personal or corporate computers,  networks, and communication services by which they are connected. It equally applies to individuals and enterprises, who by  nature of their relationship to <Organization> , are entrusted with confidential or sensitive information. This Policy addresses all aspects of information security and continuity from initial design of a system through implementation  and operation. It also addresses any device used to store, process, or communicate <Organization>  proprietary or other  protected information. Definitions Information Owner  – Information Owners are the managers who bear responsibility for the acquisition, development, and  maintenance of applications that process <Organization>  information. All application and company information must have a  designated Information Owner. For each type of information, Information Owners designate the relevant sensitivity classification,  designate the appropriate level of criticality, define which users will be granted access, and approve requests for various ways  in which the information will be utilized. Custodians  –  Custodians are in physical or logical possession of either <Organization>  information or information that  has been entrusted to <Organization> . While System Administrators are Custodians, whenever information is maintained  only on a personal computer, the User is also a Custodian. Custodians are responsible for safeguarding the information,  including implementing access control systems to prevent inappropriate disclosure, and making backups so that critical  information will not be lost. Custodians are also required to implement, operate, and maintain the security measures defined by   Information Owners",What is the purpose of the Disaster Recovery/Business Continuity Planning?,"['To ensure business continuity and minimize the impact of disruptions to critical business operations.', 'To plan for the recovery of critical business operations in the event of a disaster or disruption.', 'To minimize the risk of data loss and ensure the integrity of critical data.', 'To ensure compliance with regulatory requirements and industry standards.']",1,Cyber_Security_Policy.pdf
"Security Policy Instructions This template is a starting point to enable you to create a Security Policy tailored to meet the needs of your organization.  Perform a full document replacement of <Organization>  with the proper name of your organization. When you have customized the policy to your satisfaction, you can simply delete these instructions and paste the remaining  text into your own policy document format. Alternatively, you may modify the footer in this document to suit your organization. Policy Change Log Date Change Edited by: Approved by: Policy creationInstructions .  1 Policy Change Log .  1 Purpose of the Policy .  3 Scope of the Policy .  3 Definitions .  3  Information Owner .  3  Custodians .  3  Information Users .  3 Policy Requirements .  4  Security Management .  4  Confidentiality .  4  Integrity .  4  A vailability .  4  Authentication .  4  Information Assets .  4  Accountability .  5  Information Access .  5  Policy Responsibilities .  5   Security Officer .  5  Information Resources .  6  System and Information Ownership .  6  Access to Systems and Information .  7  Security Monitoring and Enforcement .  7  Security Awareness Program .  7  Computer Security Incident Response .  8  Disaster Recovery/Business Continuity Planning .  8  Compliance .  8  Service Delivery .  8  Physical and Environmental Security .  9  Delivery Partner Management .  9  Additional Policies .  9  Policy Review .  9Table of ContentsPurpose of the Policy  This Information Security Policy (“Policy”) expresses <Organization> ’s commitment to managing information security risks  effectively and efficiently, coordinated globally and in compliance with applicable regulations wherever it conducts business. This Policy is the foundation for all information security activities. It focuses not only on the technology for the storage,  processing, and transmission of information, but also on administrative and operational practices for the protection of all  information, data, files, and processing resources owned by <Organization> . It is the intent of this Policy to facilitate the exchange of information and computing resources while balancing the need for  protecting information with the cost of implementation. This Policy is the property of <Organization> . It is intended for distribution to all employees and users of information systems  at <Organization>  locations. Scope of the Policy  This Policy applies to all employees, vendors, contractors, and consultants, who create, distribute, access, or manage  information by means of <Organization> ’s information technology systems including personal or corporate computers,  networks, and communication services by which they are connected. It equally applies to individuals and enterprises, who by  nature of their relationship to <Organization> , are entrusted with confidential or sensitive information. This Policy addresses all aspects of information security and continuity from initial design of a system through implementation  and operation. It also addresses any device used to store, process, or communicate <Organization>  proprietary or other  protected information. Definitions Information Owner  – Information Owners are the managers who bear responsibility for the acquisition, development, and  maintenance of applications that process <Organization>  information. All application and company information must have a  designated Information Owner. For each type of information, Information Owners designate the relevant sensitivity classification,  designate the appropriate level of criticality, define which users will be granted access, and approve requests for various ways  in which the information will be utilized. Custodians  –  Custodians are in physical or logical possession of either <Organization>  information or information that  has been entrusted to <Organization> . While System Administrators are Custodians, whenever information is maintained  only on a personal computer, the User is also a Custodian. Custodians are responsible for safeguarding the information,  including implementing access control systems to prevent inappropriate disclosure, and making backups so that critical  information will not be lost. Custodians are also required to implement, operate, and maintain the security measures defined by   Information Owners",How often should the Information Security Policy be reviewed and updated?,"['Annually, to ensure it remains current and effective.', 'Quarterly, to reflect changes in technology and threats.', 'Whenever there is a significant change in the organization or its information systems.', 'Never, as the policy is static and does not need to be updated.']",2,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated",What is the purpose of the Information Classification and Handling Policy in <Organization>?,"['To ensure that information security, confidentiality, integrity, and availability are achieved.', 'To grant access to administrative data only to <Organization> employees.', 'To ensure that employees execute their security responsibilities in accordance with related policies, standards, and procedures.', 'To develop and implement the Security Awareness Program.']",0,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated","Who is responsible for ensuring the security, confidentiality, integrity, and availability of <Organization> information and information processing infrastructure?","['The Security Officer of <Organization>', 'The Head of Business Unit', 'The System Administrator', 'All employees of <Organization>']",0,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated",What is the requirement for accessing administrative data in <Organization>?,"['Access must be granted by the Information Owner.', 'Access must be granted by the System Administrator.', 'Access must be granted by the Chief Information Officer.', ""Access must be granted by the employee's manager.""]",0,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated",What is the responsibility of employees in regard to information security in <Organization>?,"['Employees are responsible for developing secure processing systems and operating them in a controlled environment.', ""Employees must comply with management's direction for the use and protection of information technology processing systems and information."", 'Employees are required to act with urgency and diligence to fulfill information security requirements.', 'Employees are responsible for evaluating security exposures, misuse, or non-compliance situations and ensuring implementation of security controls to address those incidences.']",1,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated","How often should the documented security policies, standards, and procedures be reviewed and updated in <Organization>?","['Annually', 'Quarterly', 'Monthly', 'Ad-hoc']",1,Cyber_Security_Policy.pdf
"These assets should be treated with privacy  and confidentiality in line with the Information Classification and Handling Policy when conducting business and should  not be made available or accessible to anyone outside the enterprise without specific written permission of the Chief   Information Officer. <Organization>  information and information processing infrastructure are vital assets requiring protection commensurate with  their value. Organizational information, applications, systems, and networks must be actively managed to ensure security,  confidentiality, integrity, and availability.4Accountability <Organization>  administrative and computing environments will maintain consistent standards for establishing the  accountability and authenticity of system Users, which will be compatible with internal accounting control standards prescribed  by <Organization> . These environments will develop unique standards for protecting information, applications, systems, and network resources  contained within these environments that will be commensurate with fulfilling the mission of <Organization>  and maintaining  the integrity of those critical resources. To maintain accountability for system access, <Organization>  will implement the following: • All individuals with access to the systems will use a User ID that has been authorized by company management and  specifically assigned to that individual. Sharing of User IDs is prohibited except in specific, approved situations. • All individuals with network, system, and application User IDs will retain a confidential password that will be used to  authenticate the identity of the individual. Intentional disclosure or sharing of passwords is prohibited. Information Access All access to information is to be authorized by information owner, with access granted or revoked based on business  requirements only. Access to administrative data will be granted to <Organization>  employees only. Individuals  outside of <Organization>  can be authorized access to <Organization>  data only if that authorization is granted by the   Information Owner. Access and update capabilities/restrictions will apply to all <Organization>  data, stored company computing facilities. Security  measures apply to all systems developed and/or maintained by <Organization>  organizations, affiliates, outside vendors,   or contractors. The appropriate Head of Business Unit and the System Administrator are responsible for authorizing access to systems and  information, verifying information integrity, and controlling extracted information. Management is responsible for developing  secure processing systems and operating these systems in a controlled environment. Employees are required to comply with  management’s direction for the use and protection of information technology processing systems and information. Employees must be kept aware of the importance of information security. All managers and employees are required to act with  urgency and diligence to fulfill these requirements. Risk assessments must be carries out and identified risks must be evaluated to determine the optimum level of control required  for each type of information technology system. Adequate controls are to be included to ensure that information security,  confidentiality, integrity, and availability are achieved. Policy Responsibilities Security Officer The Security Officer of <Organization>  has overall responsibility for information security matters. These responsibilities are to: • Ensure appropriate User access and authentication controls are in place. • Ensure that the documented security policies, standards, and procedures are reviewed, updated, and maintained  periodically by appropriate individuals.5• Evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to  address those incidences. • Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated",What is the purpose of the Security Awareness Program in <Organization>?,"['To ensure that employees are aware of the importance of information security and act with urgency and diligence to fulfill security requirements.', 'To grant access to administrative data to <Organization> employees only and authorize access to <Organization> data to individuals outside of <Organization> only if granted by the Information Owner.', 'To develop and implement secure processing systems and operate them in a controlled environment.', 'To evaluate security exposures, misuse, or non-compliance situations and ensure implementation of security controls to address those incidences.']",0,Cyber_Security_Policy.pdf
