question,answer,tokens_present,document
What was the motivation behind the privatization and liberalization of telecommunications markets in the last decade of the 20th century?,"The motivation behind the privatization and liberalization of telecommunications markets was to increase competition, attract private sector capital, expand and upgrade telecommunications networks, introduce new services, and serve customers better.","['increase', 'attract', 'expand', 'upgrade', 'introduce', 'serve']",Telecommunication_Regulations.pdf
What led to the growth of mobile and other wireless services?,The growth of the Internet and the development of international trade in telecommunications services led to the growth of mobile and other wireless services.,"['The', 'growth', 'of', 'the', 'Internet', 'and', 'the', 'development', 'of', 'international', 'trade', 'in', 'telecommunications', 'services']",Telecommunication_Regulations.pdf
Why is regulatory intervention necessary in the telecommunications industry?,"Regulatory intervention is necessary in the telecommunications industry to ensure competitive markets do not fail to serve high-cost areas or low-income subscribers, to authorize or license new operators, to remove barriers to market entry by new operators, and to oversee interconnection of new entrants within incumbent operators.","['regulatory', 'intervention', 'telecommunications', 'industry', 'competitive', 'markets', 'high-cost', 'low-income', 'subscribers', 'authorize', 'license', 'new', 'operators', 'barriers', 'market', 'entry', 'interconnection', 'incumbent', 'operators']",Telecommunication_Regulations.pdf
What are the objectives of telecommunications regulation?,"The objectives of telecommunications regulation vary from country to country, but governments normally retain a regulatory role to ensure that telecommunications services are supplied in a manner consistent with national perceptions of the public interest.","['public interest', 'national perceptions', 'telecommunications services', 'regulatory role', 'governments']",Telecommunication_Regulations.pdf
What is the role of regulators in the telecommunications industry?,The role of regulators in the telecommunications industry is to maintain a regulatory environment conducive to the efficient supply of telecommunications services to the public by private sector operators.,"['regulators', 'telecommunications', 'industry', 'private', 'sector', 'operators']",Telecommunication_Regulations.pdf
What is the trend in telecommunications regulation today?,"The trend in telecommunications regulation today is toward deregulation, with a focus on selecting the most efficient measures to meet specific regulatory objectives.","['deregulation', 'today', 'efficient', 'measures', 'objectives']",Telecommunication_Regulations.pdf
What are some of the regulatory objectives that are widely accepted around the world today?,"Some of the regulatory objectives that are widely accepted around the world today include ensuring universal service, promoting competition, protecting consumers, and encouraging innovation.","['universal service', 'competition', 'consumers', 'innovation']",Telecommunication_Regulations.pdf
How many national telecommunications regulatory authorities were there in the world in the 1990s?,There were 12 national telecommunications regulatory authorities in the world in the 1990s.,['12'],Telecommunication_Regulations.pdf
How many national telecommunications regulatory authorities are there in the world today?,There are over 90 national telecommunications regulatory authorities in the world today.,"['over', '90']",Telecommunication_Regulations.pdf
What is the consensus answer around the world regarding the relationship between market-based supply of telecommunications and regulatory intervention?,"The consensus answer around the world is that while market-based supply of telecommunications services is desirable, regulatory intervention is necessary in the short run to ensure successful transformation of monopolistic markets into competitive ones.","['desirable', 'necessary', 'short run', 'monopolistic', 'competitive']",Telecommunication_Regulations.pdf
What are the two main objectives of telecommunications regulation?,"The two main objectives of telecommunications regulation are to promote universal access to basic telecommunications services and to foster competitive markets to promote efficient supply of telecommunications services, good quality of service, advanced services, and efficient prices.","['universal access', 'competitive markets', 'efficient supply', 'good quality of service', 'advanced services', 'efficient prices']",Telecommunication_Regulations.pdf
What are the widely accepted regulatory objectives for telecommunications regulation?,"The widely accepted regulatory objectives for telecommunications regulation, as listed in Box 1-1, include promote universal access to basic telecommunications services, foster competitive markets to promote efficient supply of telecommunications services, good quality of service, advanced services, and efficient prices, prevent abuses of market power such as excessive pricing and anti-competitive behavior by dominant firms, create a favourable climate to promote investment to expand telecommunications networks, promote public confidence in telecommunications markets through transparent regulatory and licensing processes, protect consumer rights, including privacy rights, promote increased telecommunications connectivity for all users through efficient interconnection arrangements, and optimize use of scarce resources, such as the radio spectrum, numbers and rights of way.","['promote', 'foster', 'good', 'efficient', 'prevent', 'create', 'promote', 'protect', 'increase', 'optimize']",Telecommunication_Regulations.pdf
"What is the purpose of separating policy, regulatory and operational functions of telecommunications?","The purpose of separating policy, regulatory and operational functions of telecommunications is to ensure that public policy objectives for the sector continue to be met, while government monopolies are not perceived to require regulation, private monopolies generally are, and introduction of competitors in many newly privatized markets also increased the need for new regulators, to act as referees between the new entrants and incumbent operators.","['ensure', 'public', 'policy', 'objectives', 'sector', 'government', 'monopolies', 'private', 'generally', 'introduction', 'competitors', 'newly', 'privatized', 'markets', 'increased', 'need', 'new', 'regulators', 'referees', 'entrants', 'incumbent', 'operators']",Telecommunication_Regulations.pdf
How many countries had telecommunications regulatory agencies that functioned separately from telecommunications operators in 1990?,"In 1990, 12 countries had telecommunications regulatory agencies that functioned separately from telecommunications operators.","['12', '1990']",Telecommunication_Regulations.pdf
How many new regulators were established between mid-1998 and mid-1999?,Nine new regulators were established between mid-1998 and mid-1999.,['Nine'],Telecommunication_Regulations.pdf
What is the total number of separate regulators in 1999?,The total number of separate regulators in 1999 was 84.,['84'],Telecommunication_Regulations.pdf
What is the percentage of separate regulators in Africa in 1999?,The percentage of separate regulators in Africa in 1999 was 24%.,['24%'],Telecommunication_Regulations.pdf
What is the percentage of separate regulators in the Americas in 1999?,The percentage of separate regulators in the Americas in 1999 was 26%.,['26%'],Telecommunication_Regulations.pdf
What is the percentage of separate regulators in Europe in 1999?,The percentage of separate regulators in Europe in 1999 was 31%.,['31%'],Telecommunication_Regulations.pdf
What is the percentage of separate regulators in the Asia-Pacific region in 1999?,The percentage of separate regulators in the Asia-Pacific region in 1999 was 13%.,['13%'],Telecommunication_Regulations.pdf
What is the purpose of privatization of PTTs?,"The purpose of privatization of PTTs is to attract financing to expand telecommunications infrastructure, increase sector efficiency, introduce new services, and generate government revenues from privatization proceeds.","['expand', 'increase', 'introduce', 'generate']",Telecommunication_Regulations.pdf
What is the objective of licensing competitive operators?,"The objective of licensing competitive operators is to expand the range of services, serve unserved markets, increase sector efficiency through competition, decrease prices, improve the range and supply of services, stimulate innovation, and introduce advanced services.","['expand', 'serve', 'increase', 'decrease', 'improve', 'stimulate', 'introduce']",Telecommunication_Regulations.pdf
What is the purpose of introducing transparent regulatory processes?,"The purpose of introducing transparent regulatory processes is to increase the success of licensing processes and government credibility, increase government revenues from licensing new services, and increase market confidence and attract more investment.","['increase', 'licensing', 'government', 'revenues', 'market', 'confidence', 'investment']",Telecommunication_Regulations.pdf
What is the purpose of mandatory interconnection and unbundling of PSTN?,"The purpose of mandatory interconnection and unbundling of PSTN is to remove barriers to competition, promote competition in advanced services, and ensure timely price adjustments.","['remove', 'barriers', 'competition', 'advanced', 'services', 'timely', 'price', 'adjustments']",Telecommunication_Regulations.pdf
