question,answer,question_type,filename
What are some factors that institutions should consider when determining the appropriate level of capital reserves to hold against the risk of default?,"Institutions should consider several factors when determining the appropriate level of capital reserves to hold against the risk of default, including the creditworthiness of the borrower, the type and term of the credit, the collateral or guarantees provided, and the economic and market conditions.",simple,Risk_Management_Guidelines.pdf
What can happen if an institution fails to implement and maintain an adequate separation of duties?,Failure to implement and maintain an adequate separation of duties can constitute an unsafe and unsound practice and possibly lead to serious losses or otherwise compromise the financial integrity of the institution.,simple,Risk_Management_Guidelines.pdf
Who should test an institution's internal controls and report directly to the board of directors or audit committee?,An independent internal auditor should test an institution's internal controls and report directly to the board of directors or audit committee.,simple,Risk_Management_Guidelines.pdf
What should institutions have in place to provide directors and senior management with a clear understanding of their positions and risk exposures?,Institutions should have risk monitoring and management information systems in place that provide directors and senior management with a clear understanding of their positions and risk exposures.,simple,Risk_Management_Guidelines.pdf
What is one of the fundamental and essential elements of a sound risk management and internal control system?,"One of the fundamental and essential elements of a sound risk management and internal control system is the appropriate segregation of duties, such as trading, custodial, and back-office.",simple,Risk_Management_Guidelines.pdf
Can credit risk mitigants be used to mitigate risks inherent in individual credits?,"Yes, institutions can utilize credit risk mitigants such as collateral, guarantees, and credit derivatives or on balance sheet netting to help mitigate risks inherent in individual credits. However, credit transactions should be entered into primarily on the strength of the borrower’s repayment capacity.",simple,Risk_Management_Guidelines.pdf
What are some of the factors that independent reviewers should consider when assessing an institution's risk management system?,"Independent reviewers should consider factors such as the appropriateness of the institution's risk management system to its nature, scope, and complexity, the existence of an independent risk management function, the involvement of the board of directors and senior management in the risk management process, the documentation and compliance with policies, controls, and procedures concerning risk management, and the adequacy of staffing to conduct a sound risk management process.",simple,Risk_Management_Guidelines.pdf
How often should the board of directors review the institution’s credit risk management policies and procedures?,The board of directors should review the institution’s credit risk management policies and procedures at least annually.,simple,Risk_Management_Guidelines.pdf
Why is internal control structure critical for an institution's safe and sound functioning?,"An institution's internal control structure is critical for its safe and sound functioning because it helps to ensure effective operations, reliable financial and regulatory reporting, safeguards assets, and ensures compliance with relevant laws, regulations, and institutional policies.",simple,Risk_Management_Guidelines.pdf
Who is responsible for ensuring the effectiveness of an institution's risk management policies and practices?,"Institutions should ensure that there is an independent person(s) responsible for reviewing the effectiveness of, and adherence to, the institution’s risk management policies and practices.",simple,Risk_Management_Guidelines.pdf
What are the responsibilities of the board of directors with regard to credit risk management?,"The responsibilities of the board of directors with regard to credit risk management include describing the institution’s overall risk tolerance in relation to credit risk, ensuring that institution’s significant credit risk exposure is maintained at prudent levels, setting up the overall lending authority structure, ensuring that top management and individuals responsible for credit risk management possess sound expertise and knowledge, ensuring that the institution implements sound fundamental principles that facilitate the identification, measurement, monitoring and control of credit risk, ensuring that appropriate plans and procedures for credit risk management are in place, reviewing exposures to insiders and their related parties, ratifying exposures exceeding the level of the management authority delegated to management, and outlining the content and frequency of management reports to the board on credit risk management.",simple,Risk_Management_Guidelines.pdf
How often should the effectiveness of an institution's internal audit function be reviewed?,The effectiveness of an institution's internal audit function should be reviewed regularly by the board of directors or its audit committee.,simple,Risk_Management_Guidelines.pdf
What is the purpose of risk management guidelines for banks and financial institutions?,"The purpose of risk management guidelines for banks and financial institutions is to provide a framework for identifying, assessing, and managing risks in a way that is consistent with the institution's strategic objectives and risk appetite.",simple,Risk_Management_Guidelines.pdf
What should senior management establish and communicate to ensure effective internal controls and high ethical standards?,Senior management should establish and communicate a strong awareness of and need for effective internal controls and high ethical standards.,simple,Risk_Management_Guidelines.pdf
What should be the primary focus of risk management policies and procedures?,The primary focus of risk management policies and procedures should be to limit risks associated with each strategy and ensure compliance with laws and regulations on both a long-term and day-to-day basis.,simple,Risk_Management_Guidelines.pdf
What is the role of the board of directors or audit committee in relation to internal controls?,The board of directors or audit committee should receive reports from the independent internal auditor and review management's responses to any audit findings or recommendations related to internal controls.,simple,Risk_Management_Guidelines.pdf
What is the role of the board of directors in overseeing credit risk management?,The board of directors has a critical role to play in overseeing the credit-granting and credit risk management functions of the institution.,simple,Risk_Management_Guidelines.pdf
What should institutions have in place to support risk monitoring and management?,Institutions should have risk monitoring and management information systems in place that provide directors and senior management with a clear understanding of the institution's positions and risk exposures.,simple,Risk_Management_Guidelines.pdf
How often should risk management policies and procedures be reviewed and updated?,Risk management policies and procedures should be reviewed and updated regularly to respond to significant changes in the institution's activities or business conditions.,simple,Risk_Management_Guidelines.pdf
What should institutions consider when evaluating the creditworthiness of a borrower?,"Institutions should evaluate the creditworthiness of a borrower by assessing their repayment capacity, as well as the strength of any collateral or guarantees provided. They should also consider the borrower’s financial statements, credit history, and other relevant factors.",simple,Risk_Management_Guidelines.pdf
What is the purpose of establishing lines of authority in credit risk management?,"Establishing lines of authority in credit risk management ensures that there is clear accountability and authority for approving exceptions, such as credit extensions beyond prescribed limits.",simple,Risk_Management_Guidelines.pdf
Who is responsible for approving credits or changes in credit terms?,The credit-granting approval process should establish accountability for decisions taken and designate who has the authority to approve credits or changes in credit terms.,simple,Risk_Management_Guidelines.pdf
What should institutions do to ensure that they are granting credit to a reputable borrower?,"Institutions should ensure that they are granting credit to a reputable borrower by becoming familiar with the borrower or counterparty and verifying their reputation through various means, such as asking for references from known parties, accessing credit reference bureau, and checking personal references and financial condition.",simple,Risk_Management_Guidelines.pdf
What should directors receive reports on in terms of risk management?,Directors should receive reports that identify the size and significance of the risks in terms that are meaningful to them. These reports should provide a clear understanding of the types of risks to which their institutions are exposed.,simple,Risk_Management_Guidelines.pdf
What are some of the key aspects of effective risk monitoring and management information systems?,"Effective risk monitoring and management information systems should address all of the institution's material risks, have appropriate key assumptions, data sources, and procedures, and provide consistent reports that are structured to monitor risk exposures and compliance with established limits, goals, or objectives.",simple,Risk_Management_Guidelines.pdf
What are the key elements of an effective risk management framework?,"The key elements of an effective risk management framework are active board and senior management oversight, adequate policies, procedures and limits, adequate risk measurement, monitoring and management information systems, and comprehensive internal controls.",simple,Risk_Management_Guidelines.pdf
What is the importance of establishing provisions for expected losses and holding adequate capital?,"Institutions must recognize the necessity of establishing provisions for expected losses and holding adequate capital to absorb risks and unexpected losses. They should factor these considerations into credit-granting decisions, as well as into the overall portfolio monitoring process.",simple,Risk_Management_Guidelines.pdf
What is the purpose of establishing exposure limits for individual borrowers and counterparties?,Exposure limits are established to avoid concentration risk and to ensure that the institution’s risk tolerance is not exceeded.,simple,Risk_Management_Guidelines.pdf
"What dual considerations must institutions take into account when approving credits, considering both internal exposure limits and borrower reputation?","Institutions must consider several factors when approving credits, including the purpose of the credit and source of repayment, the integrity and reputation of the borrower or counterparty, the current risk profile and sensitivity to economic and market developments, the borrower’s repayment history and current capacity to repay, a forward-looking analysis of the capacity to repay, the legal capacity of the borrower or counterparty to assume the liability, the borrower’s business expertise and the status of the borrower’s economic sector, the proposed terms and conditions of the credit, and the adequacy and enforceability of collateral or guarantees.",conditional,Risk_Management_Guidelines.pdf
What dual purpose do well-defined credit-granting criteria serve concerning credit approval and risk management?,"The purpose of establishing sound, well-defined credit-granting criteria is to ensure that institutions grant credit in a safe and sound manner and to prevent unnecessary risk-taking.",conditional,Risk_Management_Guidelines.pdf
"What are the minimum requirements for adequate policies, procedures, and limits concerning risk management in financial institutions, and how should senior management and directors ensure their implementation?","Policies, procedures, and limits should at minimum address the following: adequate identification, measurement, monitoring, and control of the risks posed by significant activities; consistency with the complexity and size of the business, the institution's stated goals and objectives, and the overall financial strength of the institution; clear delineation of accountability and lines of authority across the institution's activities; and provision for the review of activities new to the institution to ensure that the infrastructures necessary to identify, monitor, and control risks associated with an activity are in place before the activity is initiated.",conditional,Risk_Management_Guidelines.pdf
How does senior management's oversight of credit risk management strategies and policies ensure effective management and control of credit risk exposure for financial institutions?,"The responsibilities of senior management include developing credit policies and procedures, implementing credit risk management policies, ensuring the development and implementation of appropriate reporting systems, monitoring and controlling the nature and composition of the institution's portfolio, and establishing internal controls.",conditional,Risk_Management_Guidelines.pdf
"What mechanism should institutions have in place to identify stress situations ahead of time, and how should they address the interrelationships between various risks?","It is important for institutions to have a mechanism to identify stress situations ahead of time because it allows them to respond to unusual situations in a timely and effective manner, minimizing the impact on the institution.",conditional,Risk_Management_Guidelines.pdf
"What is the significance of integrating risk management in all business activities, and how does it help in identifying and mitigating potential risks?","Integrating risk management in all business activities is important because a single transaction might have multiple risks, and one type of risk can trigger other risks. It requires having a structure in place to look at risk interrelationships across the institution, and to ensure that risks are recognized and reflected in all business activities as appropriate.",conditional,Risk_Management_Guidelines.pdf
What dual role does a financial institution's credit strategy serve in terms of risk appetite and optimal returns?,"When developing an institution's credit strategy, the institution should consider its target market, the level of diversification/concentration, and pricing strategy.",conditional,Risk_Management_Guidelines.pdf
