question,answer,question_type,filename
"What is the name of the malware-free ransomware attack that does not involve infecting the victim’s system with malware to encrypt their data, but instead focuses on directly exfiltrating their data to coerce victims into paying?","The malware-free ransomware attack that does not involve infecting the victim’s system with malware to encrypt their data, but instead focuses on directly exfiltrating their data to coerce victims into paying is called ""data-kidnapping"".",simple,Singapore_Cyber_Landscape.pdf
"What is the name of the ransomware group that claimed multiple high-profile attacks against tech companies such as Nvidia and Samsung, and targets healthcare institutions in the US?","The ransomware group that claimed multiple high-profile attacks against tech companies such as Nvidia and Samsung, and targets healthcare institutions in the US is called Lapsus$.",simple,Singapore_Cyber_Landscape.pdf
"What is the name of the cross-platform language that ransomware groups such as BlackCat, Hive, and RansomExx have developed versions of their malware in, to customize their malware for both the Windows and Linux operating systems?","The cross-platform language that ransomware groups such as BlackCat, Hive, and RansomExx have developed versions of their malware in, to customize their malware for both the Windows and Linux operating systems, is called Rust.",simple,Singapore_Cyber_Landscape.pdf
What is the role of the Cyber Security Agency of Singapore (CSA) in combating cybercrimes?,"The CSA plays a crucial role in supporting collective endeavors to combat cybercrimes, such as investigating thousands of suspicious phishing URLs, contributing to the detection and prevention of scams, and educating the public about the latest scam campaigns and techniques.",simple,Singapore_Cyber_Landscape.pdf
"What is the reason why ransomware groups are resorting to increasingly aggressive tactics to coerce victims to pay up in ""data-kidnapping"" incidents, according to the article?","The reason why ransomware groups are resorting to increasingly aggressive tactics to coerce victims to pay up in ""data-kidnapping"" incidents, according to the article, is to coerce victims into paying for fear of it being leaked publicly, which creates a vicious cycle that emboldens ransomware groups, making them more likely to increase the scale and extent of ransoms demanded in future attacks on others.",simple,Singapore_Cyber_Landscape.pdf
"What was the percentage increase in Linux OS being targeted by ransomware groups from 2021 to 2022, according to Trend Micro's findings?","According to Trend Micro's findings, there was a significant increase in Linux OS being targeted, from 3,790 instances in 2021 to 27,602 instances in 2022, which represents a 631% increase.",simple,Singapore_Cyber_Landscape.pdf
"What is the name of the ransomware group that targeted Methodist McKinney Hospital and other healthcare institutions in the US, and uses extortion-only tactics?","The ransomware group that targeted Methodist McKinney Hospital and other healthcare institutions in the US, and uses extortion-only tactics is called Karakurt.",simple,Singapore_Cyber_Landscape.pdf
"What is the name of the ransomware group that leaked personally intrusive photos of cancer patients receiving radiation treatment at the Leigh Valley Health Network, when the latter refused to pay its US$1.5 million ransom?","The ransomware group that leaked personally intrusive photos of cancer patients receiving radiation treatment at the Leigh Valley Health Network, when the latter refused to pay its US$1.5 million ransom is called BlackCat.",simple,Singapore_Cyber_Landscape.pdf
"What percentage of organizations impacted by ransomware paid the ransom, according to research by cybersecurity vendor Proofpoint?","According to Proofpoint's research, up to 64% of organizations impacted by ransomware ended up paying the ransom.",simple,Singapore_Cyber_Landscape.pdf
What is the purpose of the Cybersecurity and Ransomware Task Force (CRTF) established in Singapore?,The purpose of the Cybersecurity and Ransomware Task Force (CRTF) established in Singapore is to bring together government agencies across relevant domains to strengthen national counter-ransomware efforts.,simple,Singapore_Cyber_Landscape.pdf
What has been the impact of Big Tech companies' involvement in the Russia-Ukraine conflict?,"Big Tech companies' involvement has not been insignificant, with Meta's move to restrict access to Russian media on their platforms resulting in a ban on Facebook and Instagram in Russia, costing the company close to US$2 billion in revenue.",simple,Singapore_Cyber_Landscape.pdf
What is the name of the Singapore-based precision engineering company that managed to regain access to its systems and data without paying the ransom?,The name of the Singapore-based precision engineering company that managed to regain access to its systems and data without paying the ransom is not specified in the text.,simple,Singapore_Cyber_Landscape.pdf
What is the name of the malware that targeted Iran's Natanz nuclear-enrichment facility in 2010?,The name of the malware that targeted Iran's Natanz nuclear-enrichment facility in 2010 is Stuxnet.,simple,Singapore_Cyber_Landscape.pdf
What is the main concern of cybersecurity experts regarding the use of Artificial Intelligence (AI) chatbots?,Cybersecurity experts warn that AI chatbots could be used to enable malicious cyber activities.,simple,Singapore_Cyber_Landscape.pdf
What has been the impact of hacktivist activities in the Russia-Ukraine conflict?,"Hacktivist activities have increased the level of unpredictability and instability in the cyber landscape, and any serious cyber incident triggered by hacktivists may inadvertently escalate the conflict or be used as a pretext for escalation.",simple,Singapore_Cyber_Landscape.pdf
How have ransomware groups evolved in terms of their branding and customer support?,"Ransomware groups have started branding their ransomware and ransom notes with a distinctive logo and style, and providing ""customer support"" functions to help victims through the ransom payment and file decryption processes.",simple,Singapore_Cyber_Landscape.pdf
What is the name of the group that has been accused of launching DDoS attacks and hack-and-leak campaigns against Russia-linked entities?,The name of the group that has been accused of launching DDoS attacks and hack-and-leak campaigns against Russia-linked entities is Killnet.,simple,Singapore_Cyber_Landscape.pdf
"What was the percentage of organizations that were hit by a second ransomware attack after paying the ransom, according to Cybereason's research?","Nearly 80% of organizations that paid the ransom were hit by a second ransomware attack, with 48% of which was perpetrated by the same attackers, and 68% demanding a higher ransom.",simple,Singapore_Cyber_Landscape.pdf
