question,answer,tokens_present,document
What is the name of the company that is employing Marie Kyle?,Purple Nike co Pty. Ltd.,"['Purple', 'Nike', 'co', 'Pty', 'Ltd']",Employment_Contract.pdf
What is Marie Kyle's job title?,Manager.,['Manager'],Employment_Contract.pdf
What is the job description of Marie Kyle?,The job description is attached at the back of the document.,[],Employment_Contract.pdf
What are some of the duties that Marie Kyle must perform?,"Marie Kyle must lawfully perform the duties assigned to her, devote her whole time and attention to the duties during normal business hours, be accountable to the Employer, promote and develop the Employer's organization and interests, follow the Employer's rules, policies, and procedures, and act with consideration for the needs of colleagues and customers.","['lawfully', 'devote', 'accountable', 'promote', 'develop', 'follow', 'act']",Employment_Contract.pdf
Is Marie Kyle authorized to enter into contracts or agreements on behalf of her Employer?,"No, Marie Kyle does not have authority to enter into any contracts or agreements on the Employer's behalf unless the Employer has given her relevant authority in advance.",['No'],Employment_Contract.pdf
What are the pre-employment conditions that Marie Kyle must satisfy?,"Marie Kyle must provide certified copies of all documents relating to her skills, qualifications, memberships, registrations, and/or licences, and the Employer must be satisfied with all background checks (which may include reference checks with previous employers, academic qualification checks, and police record checks) relating to her.","['certified', 'copies', 'documents', 'skills', 'qualifications', 'memberships', 'registrations', 'licences', 'background', 'checks', 'reference', 'academic', 'police', 'record']",Employment_Contract.pdf
Can Marie Kyle work in Australia?,"Yes, Marie Kyle must provide proof to the Employer that she holds all visas and meets the immigration requirements necessary to work in Australia.",['Yes'],Employment_Contract.pdf
What is the purpose of the contract of employment?,"The purpose of the contract of employment is to outline the terms and conditions of employment between the Employer and the Employee, including the Employee's duties, remuneration, benefits, and obligations.","['terms', 'conditions', 'employment', 'duties', 'remuneration', 'benefits', 'obligations']",Employment_Contract.pdf
What are the conditions that must be met before the Employer's offer of employment becomes binding?,"The conditions that must be met before the Employer's offer of employment becomes binding include the Employee's satisfactory completion of all background checks, including reference checks with previous employers, academic qualification checks, and police record checks, and the Employee's provision of proof of holding all necessary visas and meeting immigration requirements to work in Australia.","['satisfactory', 'completion', 'background', 'checks', 'reference', 'academic', 'qualification', 'police', 'record', 'proof', 'visas', 'immigration', 'requirements', 'Australia']",Employment_Contract.pdf
What happens if the Employee does not meet the conditions in clause 6 by the Commencement Date?,"If the Employee does not meet the conditions in clause 6 by the Commencement Date, the Employer's offer of employment lapses, or the Employer may terminate the Contract of Employment with immediate effect, including after the Commencement Date, without any liability for payment or compensation to the Employee.","['If', 'the', ""Employer's"", 'offer', 'lapses', 'or', 'the', 'Employer', 'may', 'terminate', 'the', 'Contract', 'of', 'Employment', 'with', 'immediate', 'effect', 'without', 'any', 'liability', 'for', 'payment', 'or', 'compensation', 'to', 'the', 'Employee']",Employment_Contract.pdf
When does the Employee's employment commence and end?,The Employee's employment commences on the Commencement Date and continues until the employment is terminated in accordance with the Contract.,"['commences', 'continues', 'terminated', 'Commencement Date', 'Contract']",Employment_Contract.pdf
How many hours per week will the Employee be required to work?,"The Employee will be required to work 38 hours per week, averaged over the maximum period permitted by law, plus reasonable additional hours as required by the Employer without additional remuneration.",['38 hours per week'],Employment_Contract.pdf
Is the Employee required to travel for work?,"The Employee may be required to travel for work, but the Employer will not normally expect the Employee to travel in Australia and overseas to perform their duties.","['required', 'travel', 'work']",Employment_Contract.pdf
Can the Employer relocate the Employee?,"Yes, the Employer may need to alter the Employee's normal place of work to suit its business needs, and it agrees to discuss any significant change with the Employee. The Employer may also request the Employee to relocate residence if doing so is necessary for the Employee to perform their duties.",['Yes'],Employment_Contract.pdf
How much will the Employee be paid?,"The Employee's total remuneration will be $10,000 a year, exclusive of superannuation, less applicable tax, or as set out in the applicable Industrial Agreement, whichever is higher.","['$10,000']",Employment_Contract.pdf
How will the Employee's superannuation be handled?,"The Employer will make the minimum contributions it is required to make in order to avoid a charge under the Superannuation Guarantee Legislation, and will make superannuation contributions into an eligible fund of the Employee's choice.","['minimum', 'contributions', 'superannuation', 'legislation', 'choice']",Employment_Contract.pdf
What expenses will the Employer reimburse the Employee for?,"The Employer will reimburse the Employee for any reasonable and necessary out-of-pocket expenses incurred in carrying out their duties, as long as the Employer has authorized the expense, the Employee has complied with the Employer's requirements for incurring the expense, and the Employee produces evidence of the expenses in a form required by the Employer.","['reasonable', 'necessary', 'out-of-pocket', 'expenses', 'authorized', 'complied', 'evidence']",Employment_Contract.pdf
What types of leave are employees entitled to under the law?,"Employees are entitled to annual leave, personal/carer’s leave, and long service leave under the law applying in the state or territory in which they are employed.","['annual leave', 'personal/carer’s leave', 'long service leave']",Employment_Contract.pdf
How will annual leave and personal/carer’s leave accrue?,Annual leave and personal/carer’s leave will accrue on a pro rata basis.,['pro rata'],Employment_Contract.pdf
