question,answer,question_type,filename
"What are the challenges faced by low-income taxpayers, those with limited mobility or limited English proficiency, and those who do not have flexible schedules when it comes to tax compliance?","Low levels of service and limited customer service options are especially challenging for these groups, contributing to tax compliance issues and loss of trust in the tax system.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS use technology to improve taxpayer services and compliance?,"The IRS will invest in new technology, building on contemporary foundational platforms, with modern architectures designed to meet future needs. This will require careful coordination between delivering new capabilities and modernizing or retiring legacy platforms.",simple,IRS_Strategic_Operating_Plan.pdf
How will Initiative 1.9 help taxpayers understand and claim appropriate credits and deductions?,"Initiative 1.9 aims to provide taxpayers, including individuals and small businesses, with education and assistance in claiming available incentives.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS ensure compliance by those who choose not to meet their obligations?,"The IRS will devote resources to enforcing the tax laws against taxpayers who attempt to avoid paying their tax obligations, and will use data and technology to ensure that resources are focused on noncompliant taxpayers.",simple,IRS_Strategic_Operating_Plan.pdf
What is the IRS's approach to addressing high-dollar compliance issues?,"The IRS will use the additional resources provided under the IRA to address high-dollar compliance issues, such as those related to complex partnership structures, large corporations, and high-income individuals.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS ensure that customer service improvements are comparable across diverse taxpayer segments?,"The IRS will ensure that customer service improvements are comparable across diverse taxpayer segments, including those with disabilities and limited English proficiency.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS ensure that communication channels for tax professionals are available and accessible?,"The IRS will ensure that communication channels for tax professionals, such as the Practitioner Line, are available and accessible.",simple,IRS_Strategic_Operating_Plan.pdf
What is the estimated increase in federal revenue from the additional $80 billion provided to the IRS by the IRA?,"The Congressional Budget Office estimates that the additional $80 billion provided to the IRS by the IRA will increase federal revenue by more than $180 billion in the decade ahead, considering only direct enforcement revenue based on additional staffing.",simple,IRS_Strategic_Operating_Plan.pdf
What are some examples of forms that will be modernized under the IRS's digital modernization effort?,"Some examples of forms that will be modernized under the IRS's digital modernization effort include the Individual Tax Identification Number (ITIN) process, Tax Pro Account features to submit authorizations to assist clients, and fully digitalizing amended return processing.",simple,IRS_Strategic_Operating_Plan.pdf
What is the significance of data-driven decision-making in the IRS's transformation plan?,Data-driven decision-making will be the core of the IRS's approach to fundamentally shift how they manage operations and deliver services to taxpayers.,simple,IRS_Strategic_Operating_Plan.pdf
What is the significance of sustained annual resource funding for IRS operating costs?,"Sustained annual resource funding for IRS operating costs is crucial to maintaining optimal staffing and investment levels, as well as ensuring that the IRS can continue to provide quality services to taxpayers and enforce tax laws effectively.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS help taxpayers understand which energy security and clean energy credits they may be eligible for?,The IRS will provide enhanced education and assistance to help taxpayers understand which energy security and clean energy credits they may be eligible for and how to claim them.,simple,IRS_Strategic_Operating_Plan.pdf
How many new employees does the IRS plan to hire to work in their Taxpayer Assistance Centers across the country?,The IRS plans to hire approximately 650 new employees to work in their Taxpayer Assistance Centers across the country.,simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS improve its employee experience and empower its workforce?,"The IRS will improve its employee experience and empower its workforce by devoting a larger share of employees to taxpayer-facing roles as demand for manually processed paper returns and correspondence decreases and systems are automated, recruiting, training, and retaining a workforce with the skills and capabilities needed to use new technologies effectively, and providing clearer career pathways that will improve retention and support career growth and opportunity.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS's transformation plan impact the customer experience?,"The IRS's transformation plan will impact the customer experience by providing taxpayers with a best-in-class experience, making it easier for them to meet their tax obligations and receive tax incentives for which they are eligible, and addressing issues in the simplest ways appropriate.",simple,IRS_Strategic_Operating_Plan.pdf
Who is the intended audience for the IRS Inflation Reduction Act Strategic Operating Plan?,"The intended audience for the IRS Inflation Reduction Act Strategic Operating Plan is Congress, taxpayers, and stakeholders interested in Federal tax administration.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS ensure the privacy and security of taxpayer data?,The IRS will enhance its use of data and analytics while ensuring the continued privacy and security of taxpayer data.,simple,IRS_Strategic_Operating_Plan.pdf
What is the goal of the IRS's taxpayer experience improvement plan?,"The goal of the IRS's taxpayer experience improvement plan is to provide better customer service, clearer guidance on how to correctly file taxes, increased options for filing electronically, and robust online accounts to take care of business quickly and independently.",simple,IRS_Strategic_Operating_Plan.pdf
What are some of the ways that taxpayers will be able to interact with the IRS in the future?,"Taxpayers will be able to interact with the IRS in various ways, including expanded digital, phone, and in-person assistance options. They will also have easy, secure access to their data, as well as the tools to help them use it, to help them meet their tax obligations.",simple,IRS_Strategic_Operating_Plan.pdf
What are some of the trends and context that shaped the development of the IRS's Strategic Operating Plan?,"The Plan was developed in response to the Inflation Reduction Act, which provided the IRS with a historic opportunity to transform the administration of the tax system. The Plan also takes into account current and past input from a wide range of stakeholders in tax administration, as well as prior IRS planning efforts, including the Taxpayer First Act Report to Congress.",simple,IRS_Strategic_Operating_Plan.pdf
What is the IRS's plan for allocating the additional funding provided by the IRA?,The IRS's plan for allocating the additional funding provided by the IRA is outlined in Part III of the document.,simple,IRS_Strategic_Operating_Plan.pdf
How does the IRS's Strategic Operating Plan align with the U.S. Treasury Strategic Plan?,"The IRS's Plan aligns with the U.S. Treasury Strategic Plan, which emphasizes the importance of modernizing the tax system and improving service to taxpayers.",simple,IRS_Strategic_Operating_Plan.pdf
What does the IRS plan to do to improve customer service?,"The IRS plans to improve customer service by providing a world-class customer service operation where taxpayers can engage with the IRS in a fully digital manner, deploying helpful tools for taxpayers to navigate the complexity of tax laws, and maintaining a customer service workforce with the right size, resources, and training to meet taxpayer demand for assistance.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS ensure secure storage and archiving practices?,"The IRS will ensure secure storage and archiving practices by implementing necessary data storage requirements and best practices to retain proof of receipt and of senders’ identities, and archiving materials as appropriate and required.",simple,IRS_Strategic_Operating_Plan.pdf
How will the IRS measure the success of its transformation plan?,"The IRS will measure the success of its transformation plan by tracking progress against its five objectives, which include improving services, quickly resolving taxpayer issues, focusing expanded enforcement on high-dollar noncompliance, delivering cutting-edge technology, and attracting and retaining a highly skilled workforce.",simple,IRS_Strategic_Operating_Plan.pdf
What is the goal of the IRS's employee development efforts?,"The goal of the IRS's employee development efforts is to attract and retain the best talent as the agency transitions to being a modern, digitally capable, customer-centric agency.",simple,IRS_Strategic_Operating_Plan.pdf
What are the key projects for Initiative 1.2: Expand digital services and digitalization?,"The key projects for Initiative 1.2 are creating digital forms, expanding digitalization, and creating viewable digitized data.",simple,IRS_Strategic_Operating_Plan.pdf
"How will the IRS measure the success of its customer service improvement initiative, given the challenges faced by low-income taxpayers, those with limited mobility or English proficiency, and those with limited flexibility in schedules, and how will the IRS ensure that its improvements in technology-driven options, staffing, and multichannel services are effective in addressing the needs of diverse taxpayer segments and ultimately increase taxpayer satisfaction and compliance?","The IRS will measure success based on increased levels of service across all channels, reduced wait times, increased compliance with tax obligations, and increased accuracy of returns, including claims for credits and deductions.",conditional,IRS_Strategic_Operating_Plan.pdf
"How will the IRS ensure the security and privacy of taxpayer data while implementing its strategic plan for improved customer experience, digital-first organization, and effective enforcement?","The IRS will ensure the privacy and security of taxpayer data by implementing technical tax provisions designed to incentivize energy security and clean energy investment in the United States, and actively working to implement these provisions.",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS's Strategic Operating Plan address the needs of various stakeholders, such as taxpayers, tax professionals, and the broader tax ecosystem, given the challenges of a shrinking workforce, outdated technology, and a complex tax environment?","The stakeholders impacted by the Plan include taxpayers, tax professionals, and the broader tax ecosystem.",conditional,IRS_Strategic_Operating_Plan.pdf
"How will the IRS improve technology-driven options for taxpayers, specifically those with limited mobility, limited English proficiency, and those who do not have flexible schedules, while also improving employee tools and multichannel service experiences to increase customer satisfaction and perceived helpfulness, and ultimately increase compliance with tax obligations?","The IRS will use enhanced data and analytics to forecast customer service demand and improve customer service access and options, staffing accordingly. They will also enable taxpayers to schedule service through digital and in-person channels and develop a plan to provide estimated wait times and on-demand service through all channels, including at Taxpayer Assistance Centers (TACs).",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS Inflation Reduction Act Strategic Operating Plan aim to balance taxpayer support and compliance, while maintaining a skilled and diverse workforce, amidst a rapidly changing technological environment?","The goal of the IRS Inflation Reduction Act Strategic Operating Plan is to provide a vision for the future of Federal tax administration and to outline a series of initiatives and projects to improve services to taxpayers, resolve taxpayer issues, enhance enforcement, and attract and retain a skilled workforce.",conditional,IRS_Strategic_Operating_Plan.pdf
How can the IRS improve its ability to address noncompliance while maintaining a focus on providing better services to taxpayers and utilizing technology and data advancements?,"The IRS plans to address the issue of noncompliance by focusing enforcement resources on high-income and high-wealth individuals, complex partnerships, and large corporations that are not paying the taxes they owe, while also providing better services to taxpayers to help them file accurately and resolve issues at filing.",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS's customer service improvement initiative aim to enhance taxpayer experience, and what are the key projects under this initiative?","The key projects include expanding service offerings across multiple channels, providing accurate wait time estimates, staffing customer service functions to meet projected demand, improving appointment scheduling and on-demand capabilities, and developing policies and tools that support first-contact problem-resolution.",conditional,IRS_Strategic_Operating_Plan.pdf
"What are the main obstacles that taxpayers face when interacting with the IRS, and how does the IRS plan to address these challenges through its Strategic Operating Plan?","According to the plan, taxpayers lack convenient ways to access and use their tax data, and filing and communications are paper-based and inconvenient for taxpayers.",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS plan to improve taxpayer services and enforce tax laws under the Inflation Reduction Act Strategic Operating Plan, while ensuring a culture of customer service and modernizing its infrastructure?","The five objectives of the IRS Inflation Reduction Act Strategic Operating Plan are to:

1. Dramatically improve services to help taxpayers meet their obligations and receive the tax incentives for which they are eligible
2. Quickly resolve taxpayer issues when they arise
3. Focus expanded enforcement on taxpayers with complex tax filings and high-dollar noncompliance to address the tax gap
4. Deliver cutting-edge technology, data, and analytics to operate more effectively
5. Attract, retain, and empower a highly skilled, diverse workforce and develop a culture that is better equipped to deliver results for taxpayers",conditional,IRS_Strategic_Operating_Plan.pdf
"How will the IRS's initiative to enable and implement digital processing improve the taxpayer experience and organizational efficiency, and what are the key projects and milestones involved in this initiative?","The IRS's initiative to enable and implement digital processing is significant because it will replace and streamline case, account, and payment systems to incorporate more automation and digitally process data received from any submission, which will improve the taxpayer experience and organizational efficiency.",conditional,IRS_Strategic_Operating_Plan.pdf
"How will the IRS's modernized workforce and technology-driven approach improve taxpayer experience and compliance, while addressing complex tax issues and noncompliance?","The IRS will deliver a best-in-class experience for taxpayers by adopting a customer-centric approach that dedicates more resources to helping taxpayers get it right the first time, while addressing issues in the simplest ways appropriate.",conditional,IRS_Strategic_Operating_Plan.pdf
How does the IRS's transformation plan utilize technology to enhance customer experience and address complex tax issues while modernizing its workforce?,"Technology plays a significant role in the IRS's transformation plan, as the agency plans to deliver cutting-edge technology, data, and analytics to operate more effectively and provide taxpayers with easy, secure access to their data and the tools to help them use it.",conditional,IRS_Strategic_Operating_Plan.pdf
What are some critical dependencies for the IRS's digital modernization effort concerning the creation of digital forms and the enablement of digital processing?,"Some of the key dependencies for the IRS's digital modernization effort include projects in initiatives such as 4.1, 4.3-4.5, 5.5, and 1.4, 1.9, 1.11, 2.2, 2.7, 4.1, 4.5, 5.3, and 5.8.",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS Inflation Reduction Act Strategic Operating Plan aim to improve taxpayer services and enforcement, and how will it address the tax gap and improve the customer experience, all while utilizing modern technology and a skilled workforce?","The IRS Inflation Reduction Act Strategic Operating Plan is important because it provides a roadmap for the future of Federal tax administration and outlines initiatives and projects to improve services to taxpayers, resolve taxpayer issues, enhance enforcement, and attract and retain a skilled workforce.",conditional,IRS_Strategic_Operating_Plan.pdf
"How does the IRS Inflation Reduction Act Strategic Operating Plan aim to balance taxpayer support and compliance, while modernizing its infrastructure, given the challenges of limited resources and complex tax filings?","The purpose of the IRS Inflation Reduction Act Strategic Operating Plan is to provide a vision for the future of Federal tax administration and to outline a series of initiatives and projects to improve services to taxpayers, resolve taxpayer issues, enhance enforcement, and attract and retain a skilled workforce.",conditional,IRS_Strategic_Operating_Plan.pdf
How does the IRS plan to balance its dual responsibilities of improving taxpayer services and reducing the tax gap through its Inflation Reduction Act Strategic Operating Plan?,The IRS plans to address the tax gap by focusing expanded enforcement on taxpayers with complex tax filings and high-dollar noncompliance.,conditional,IRS_Strategic_Operating_Plan.pdf
"How can the Inflation Reduction Act (IRA) improve the tax system's administration and services for taxpayers, given its funding of approximately $80 billion over the next decade, despite the IRS having been significantly underfunded for the past decade?","The purpose of the IRA is to transform the administration of the tax system and the services provided to taxpayers by investing approximately $80 billion over the next decade to update technology capabilities and invest in employees with new tools, skills, and capabilities.",conditional,IRS_Strategic_Operating_Plan.pdf
How can technology help the IRS improve taxpayer services and close the tax gap as outlined in its Strategic Operating Plan?,"Technology plays a critical role in the Plan, with investments in cutting-edge technology, data, and analytics to improve service delivery, enforcement, and employee productivity.",conditional,IRS_Strategic_Operating_Plan.pdf
"How will the IRS's strategic plan improve taxpayer services and enforcement, while maintaining adequate funding and staffing levels despite declining budgets and increasing complexities?","The IRS plans to improve services to taxpayers by hiring and growing talent with the right skills to address the nation's increasingly complex tax system, leveraging technology, automation, and other tools to enable higher staff efficiency than was historically achieved, and focusing on providing better service to taxpayers, helping them file accurately and resolving issues at filing.",conditional,IRS_Strategic_Operating_Plan.pdf
