question,answer,question_type,filename
What is the role of the Technical Working Group: Digital Health Standards & Interoperability (TWG – DHSI)?,The Technical Working Group: Digital Health Standards & Interoperability (TWG – DHSI) was appointed by the National eHealth Steering Committee to review the existing National eHealth Guidelines and Standards and to formulate a new version of the guidelines and standards that align with current developments in digital health.,simple,Digital_Health_Guidelines.pdf
What are some of the clauses that should not be included in agreements/contracts for software development in healthcare institutions in Sri Lanka?,"Clauses that should not be included in agreements/contracts for software development in healthcare institutions in Sri Lanka include those that prevent the smooth transition of the healthcare institution to different software from another vendor in the future, broad exculpatory clauses that limit or exclude vendor’s liability, and clauses that prevent or limit the inheritance of the software in an event of a change of ownership of the healthcare institution.",simple,Digital_Health_Guidelines.pdf
What is the recommended way to maintain paper-based archiving regulations for email communications in state healthcare sector institutions in Sri Lanka?,"Paper-based archiving regulations should also be applied to all email communications, and all email communications should follow the proper channels of communication as per existing guidelines and norms for paper-based document communication.",simple,Digital_Health_Guidelines.pdf
What is the maximum number of PHNs that can be issued under each POI ID?,Only one million PHNs shall be issued under each POI ID.,simple,Digital_Health_Guidelines.pdf
What are the main changes made in the revised National Digital Health Guidelines and Standards?,"The main changes made in the revised National Digital Health Guidelines and Standards include the inclusion of a new chapter on digital health software services, new sections and subsections added to existing chapters, and changes to the content of other chapters to improve relevance and accuracy.",simple,Digital_Health_Guidelines.pdf
What is the recommended approach for implementing a software system or component in a healthcare institution in Sri Lanka?,"The recommended approach for implementing a software system or component in a healthcare institution in Sri Lanka is to pilot the system or component at selected institutions/units, followed by a proper evaluation of the pilot project.",simple,Digital_Health_Guidelines.pdf
What is the role of the Ministry of Health in relation to the National Digital Health Guidelines and Standards?,"The Ministry of Health is responsible for the revision and approval of the National Digital Health Guidelines and Standards, and for ensuring adherence to these guidelines and standards in the software enlisting process.",simple,Digital_Health_Guidelines.pdf
What is the recommended way to exchange health-related data between institutions in the health domain in Sri Lanka?,All institutions under the Ministry of Health and the provincial departments of health should be able to exchange health-related data through the official network of the Government of Sri Lanka.,simple,Digital_Health_Guidelines.pdf
What is the purpose of prescribing guidelines and standards for achieving seamless communication between digital health solutions?,The purpose of prescribing guidelines and standards for achieving seamless communication between digital health solutions is to ensure interoperability between different digital health systems.,simple,Digital_Health_Guidelines.pdf
How often will the National Digital Health Guidelines and Standards be reviewed and updated?,The National Digital Health Guidelines and Standards will be periodically reviewed and updated to keep pace with current developments in the digital health ecosystem.,simple,Digital_Health_Guidelines.pdf
Who is responsible for issuing official domain names to line ministry institutions and institutions coming under the provincial ministries in Sri Lanka?,The Health Informatics Unit (HIU) will issue the official domain names to line ministry institutions and institutions coming under the provincial ministries.,simple,Digital_Health_Guidelines.pdf
What is the recommended email address format for official communication in state healthcare sector institutions in Sri Lanka?,Email addresses should be assigned in accordance with the “General Circular Letter No. 02-l87/2012” (Annexure-II).,simple,Digital_Health_Guidelines.pdf
