question,answer,tokens_present,document
What is the purpose of the Medical Staff Rules and Regulations at Stanford Health Care?,The purpose of the Medical Staff Rules and Regulations is to ensure the quality of medical care rendered at Stanford Health Care and to establish guidelines for professional medical care performed at the hospital.,"['quality', 'medical', 'care', 'guidelines', 'hospital']",Stanford_Healthcare_Regulations.pdf
Who is responsible for the professional medical care at Stanford Health Care?,The Medical Staff is responsible for the professional medical care at Stanford Health Care.,"['The', 'Medical', 'Staff']",Stanford_Healthcare_Regulations.pdf
What are the three general categories of patient encounters at Stanford Health Care?,"The three general categories of patient encounters at Stanford Health Care are inpatient, emergency, and outpatient.","['inpatient', 'emergency', 'outpatient']",Stanford_Healthcare_Regulations.pdf
What is the definition of an inpatient at Stanford Health Care?,"An inpatient is a person who has been admitted to the hospital for bed occupancy for the purpose of receiving care, with the expectation of remaining overnight.","['inpatient', 'hospital', 'bed', 'occupancy', 'care', 'overnight']",Stanford_Healthcare_Regulations.pdf
What is the definition of an emergency at Stanford Health Care?,An emergency is the provision of emergency medical care in specifically designated areas of the hospital that is staffed and equipped at all times to provide prompt care for any patient presenting urgent medical conditions.,"['emergency', 'medical', 'care', 'hospital', 'patient', 'urgent', 'conditions']",Stanford_Healthcare_Regulations.pdf
What is the definition of an outpatient at Stanford Health Care?,An outpatient is a person who has not been admitted to the hospital as an inpatient and who is not receiving emergency services but is registered on the hospital records as an outpatient and receives services (rather than supplies alone) from the hospital.,"['outpatient', 'hospital', 'inpatient', 'emergency', 'services', 'supplies', 'registered']",Stanford_Healthcare_Regulations.pdf
What are the two types of outpatient episodes/services at Stanford Health Care?,The two types of outpatient episodes/services at Stanford Health Care are hospitalized episodes for outpatients and other outpatient episodes/services.,"['hospitalized', 'outpatients', 'other']",Stanford_Healthcare_Regulations.pdf
Who can admit patients to Stanford Health Care?,Only qualified members of the Medical Staff who have been granted the privilege to admit patients to the Hospital or order procedures in accordance with state law and criteria for standards of medical care established by the Medical Staff can admit patients to Stanford Health Care.,"['qualified', 'Medical Staff', 'privilege', 'Hospital', 'state law', 'criteria', 'standards', 'medical care']",Stanford_Healthcare_Regulations.pdf
What is the criteria for admission to Stanford Health Care?,"Patients may be admitted to Stanford Health Care as inpatients, accepted for outpatient hospital registration, or accepted for observation services or ambulatory care procedures only by a qualified member of the Medical Staff who has been granted the privilege to admit patients to the Hospital or order procedures in accordance with state law and criteria for standards of medical care established by the Medical Staff. All patients must be under the direct care or supervision of a member of the Medical Staff.","['Patients', 'admitted', 'inpatients', 'outpatient', 'ambulatory', 'procedures', 'member', 'Medical Staff', 'privilege', 'Hospital', 'law', 'criteria', 'standards', 'medical care', 'direct', 'supervision']",Stanford_Healthcare_Regulations.pdf
What is the role of the Medical Staff in ensuring the quality of medical care at Stanford Health Care?,The Medical Staff is responsible for ensuring the quality of medical care rendered at Stanford Health Care and for establishing guidelines for professional medical care performed at the hospital.,"['responsible', 'quality', 'medical care', 'Stanford Health Care', 'guidelines', 'professional']",Stanford_Healthcare_Regulations.pdf
