question,answer,tokens_present,document
What is the name of the credit card launched by HSBC Holdings plc in May 2023?,The name of the credit card launched by HSBC Holdings plc in May 2023 is TravelOne.,['TravelOne'],HSBC_Annual_Report.pdf
In which countries was the TravelOne credit card initially launched?,"The TravelOne credit card was initially launched in Singapore, Malaysia, and Vietnam.","['Singapore', 'Malaysia', 'Vietnam']",HSBC_Annual_Report.pdf
What is the unique feature of the TravelOne credit card?,"The TravelOne credit card allows customers to earn extra reward points for travel and cross-border spending, which can be redeemed instantly with 17 international airline programs and 20,000 hotel partners.","['extra reward points', 'travel', 'cross-border spending', 'redeemed', 'instantly', '17 international airline programs', '20,000 hotel partners']",HSBC_Annual_Report.pdf
What is the purpose of HSBC Holdings plc's wealth strategy?,HSBC Holdings plc's wealth strategy aims to grow its cross-border international customer franchise and unsecured lending business in south Asia.,"['HSBC Holdings plc', 'wealth strategy', 'aims', 'grow', 'cross-border', 'international', 'customer', 'franchise', 'unsecured lending', 'business', 'south Asia']",HSBC_Annual_Report.pdf
What is the name of the report provided by the independent auditors of HSBC Holdings plc?,"The name of the report provided by the independent auditors of HSBC Holdings plc is ""Report of Independent Registered Public Accounting Firm to the Board of Directors and Shareholders of HSBC Holdings plc.""","['Report', 'of', 'Independent', 'Registered', 'Public', 'Accounting', 'Firm', 'to', 'the', 'Board', 'of', 'Directors', 'and', 'Shareholders', 'of', 'HSBC', 'Holdings', 'plc']",HSBC_Annual_Report.pdf
What is the opinion of the independent auditors on the financial statements of HSBC Holdings plc?,"The independent auditors have expressed an unmodified opinion on the financial statements of HSBC Holdings plc, stating that they give a true and fair view of the state of the group's and parent company's affairs as at 31 December 2023 and of the group's and parent company's profit and cash flows for the year then ended.","['unmodified', 'true', 'fair']",HSBC_Annual_Report.pdf
What is the basis for the independent auditors' opinion on the financial statements of HSBC Holdings plc?,"The basis for the independent auditors' opinion on the financial statements of HSBC Holdings plc is International Standards on Auditing (UK) (“ISAs (UK)”), International Standards on Auditing issued by the International Auditing and Assurance Standards Board (“ISAs”), and applicable law.","['International Standards on Auditing (UK)', 'International Standards on Auditing', 'applicable law']",HSBC_Annual_Report.pdf
What is the name of the note that provides material accounting policy information and other explanatory information in the financial statements of HSBC Holdings plc?,The note that provides material accounting policy information and other explanatory information in the financial statements of HSBC Holdings plc is Note 1.1(a) to the financial statements.,"['Note', '1.1(a)']",HSBC_Annual_Report.pdf
"What is the name of the section in the Annual Report and Accounts 2023 that includes the consolidated and parent company balance sheets, income statements, statements of comprehensive income, statements of changes in equity, and statements of cash flows?","The name of the section in the Annual Report and Accounts 2023 that includes the consolidated and parent company balance sheets, income statements, statements of comprehensive income, statements of changes in equity, and statements of cash flows is ""Financial Statements.""",,HSBC_Annual_Report.pdf
What is the name of the committee that the independent auditors report to in relation to their audit of the financial statements of HSBC Holdings plc?,The independent auditors report to the Group Audit Committee (’GAC’) in relation to their audit of the financial statements of HSBC Holdings plc.,['GAC'],HSBC_Annual_Report.pdf
What is the opinion of the auditors regarding the group and parent company financial statements?,The auditors believe that the group and parent company financial statements have been properly prepared in accordance with IFRS Accounting Standards.,"['properly prepared', 'IFRS Accounting Standards']",HSBC_Annual_Report.pdf
What is the basis for the auditors' opinion?,"The auditors conducted their audit in accordance with International Standards on Auditing (UK) (“ISAs (UK)”), International Standards on Auditing issued by the International Auditing and Assurance Standards Board (“ISAs”), and applicable law.","['International Standards on Auditing (UK)', 'International Auditing and Assurance Standards Board', 'applicable law']",HSBC_Annual_Report.pdf
What are the responsibilities of the auditors under ISAs (UK) and ISAs?,"The auditors' responsibilities under ISAs (UK) and ISAs include describing the audit scope, identifying and assessing the risks of material misstatement, and providing a basis for their opinion on the financial statements.","['describing', 'identifying', 'assessing', 'providing']",HSBC_Annual_Report.pdf
