question,answer,tokens_present,document
What is the main focus of the report on the Labour Force in Singapore 2022?,"The main focus of the report is to provide a comprehensive review of the performance of the resident population in Singapore's labour market, with a focus on the continued recovery of the resident labour force from the impact of the pandemic and an assessment of patterns of improvement in relation to longer-term structural trends.","['comprehensive', 'review', 'performance', 'resident', 'labour', 'market', 'recovery', 'patterns', 'improvement', 'structural', 'trends']",Singapore_Labour_Force.pdf
What is the employment rate for residents aged 15 and over in Singapore in 2022?,"The employment rate for residents aged 15 and over in Singapore in 2022 was 67.5%, which is 2.3%-points above the pre-COVID rate in 2019.",['67.5%'],Singapore_Labour_Force.pdf
How does Singapore's employment rate rank among OECD countries?,"Singapore's employment rate ranks high among OECD countries, with a ranking of third place. Singapore ranks second for male employment rate and fourth for female employment rate.","['Singapore', 'ranks', 'third', 'place', 'second', 'fourth']",Singapore_Labour_Force.pdf
What is the employment rate for residents aged 25 to 64 in Singapore in 2022?,"The employment rate for residents aged 25 to 64 in Singapore in 2022 was 82.7%, which is higher than the previous year (81.8%) and a decade ago (78.8%).",['82.7%'],Singapore_Labour_Force.pdf
What is the employment rate for seniors aged 65 and over in Singapore in 2022?,"The employment rate for seniors aged 65 and over in Singapore in 2022 was 31.0%, which is lower than the previous year (31.7%) but still higher than the average annual increase in the earlier period (+0.9%-points per year between 2012 and 2019).",['31.0%'],Singapore_Labour_Force.pdf
What is the employment rate for youths aged 15 to 24 in Singapore in 2022?,"The employment rate for youths aged 15 to 24 in Singapore in 2022 was 34.5%, which is lower than the previous year (37.2%) due to fewer students taking on part-time or temporary work.",['34.5%'],Singapore_Labour_Force.pdf
What is the labour force participation rate for residents aged 15 and over in Singapore in 2022?,"The labour force participation rate for residents aged 15 and over in Singapore in 2022 was 70.0%, which is slightly lower than the high of 70.5% in 2021 but still higher than pre-COVID years.",['70.0%'],Singapore_Labour_Force.pdf
What is the reason for the slight decrease in labour force participation rate in 2022?,"The slight decrease in labour force participation rate in 2022 was due to the easing of demand for temporary pandemic-related roles, such as temperature screeners and safe distancing ambassadors, which presented opportunities for residents outside the labour force to take on short-term jobs.","['decrease', 'labour force', 'participation', 'rate', '2022', 'easing', 'demand', 'temporary', 'pandemic-related', 'roles', 'opportunities', 'residents', 'short-term', 'jobs']",Singapore_Labour_Force.pdf
How does the employment rate of women in Singapore compare to that of men in 2022?,"The employment rate of women in Singapore in 2022 was 76.2%, which is higher than the employment rate of men (89.6%). The increased involvement of women in the workforce reflects their rising educational profile as well as efforts to promote more progressive gender attitudes and facilitative workplace practices.","['76.2%', '89.6%']",Singapore_Labour_Force.pdf
What is the likely trend for overall labour force participation in the future given the ageing population?,"The labour force participation rate is likely to moderate in the future given the ageing population, as the increase in overall labour force participation will likely slow down.","['likely', 'moderate', 'future', 'ageing', 'population', 'slow', 'down']",Singapore_Labour_Force.pdf
What was the labour force participation rate in 2022?,The labour force participation rate in 2022 was 63.4%.,['63.4%'],Singapore_Labour_Force.pdf
What was the share of females in the resident labour force in 2022?,The share of females in the resident labour force in 2022 was 47%.,['47%'],Singapore_Labour_Force.pdf
What was the share of seniors in the resident labour force in 2022?,The share of seniors in the resident labour force in 2022 was 27%.,['27%'],Singapore_Labour_Force.pdf
What was the labour force participation rate of residents aged 55 and over in 2022?,The labour force participation rate of residents aged 55 and over in 2022 was 51%.,['51%'],Singapore_Labour_Force.pdf
What was the share of residents aged 55 and over in the working-age population in 2022?,The share of residents aged 55 and over in the working-age population in 2022 was 36%.,['36%'],Singapore_Labour_Force.pdf
What were the top industries among employed residents aged 55 and over in 2022?,"The top industries among employed residents aged 55 and over in 2022 were Land Transport & Supporting Services, and Food & Beverage Services.","['Land Transport', 'Food & Beverage']",Singapore_Labour_Force.pdf
