question,answer,question_type,filename
What is the process for LSB to release the related Loan file and execute instruments of transfer or assignment upon receipt of the Repurchase Price?,"LSB shall release the related Loan file and execute such instruments of transfer or assignment, in each case without recourse or warranty, as shall be necessary to vest in Seller or its designee title to the repurchased Loan.",simple,Broker_Agreement.pdf
What is the timeframe for Seller to pay the Repurchase Price to LSB and/or secondary market investor upon request?,Within ten (10) business days of Seller’s receipt of the repurchase request.,simple,Broker_Agreement.pdf
"Does this Agreement eliminate, diminish, or impair Seller’s indemnification obligations contained in Section 8?","No, the provisions of this Section do not, in any way, eliminate, diminish, or impair Seller’s indemnification obligations contained in Section 8.",simple,Broker_Agreement.pdf
"Can the text of this Agreement be changed in any manner without the prior written consent of Liberty Savings Bank, FSB?","No, the text of this Agreement may not be changed in any manner whatsoever without the prior written consent of Liberty Savings Bank, FSB, which may be withheld for any reason.",simple,Broker_Agreement.pdf
Can the seller use targeted advertising to solicit or encourage loan mortgagors to refinance their loans during the first twelve months after the loan is purchased by LSB?,"No, the seller cannot use targeted advertising to solicit or encourage loan mortgagors to refinance their loans during the first twelve months after the loan is purchased by LSB without LSB's prior written consent.",simple,Broker_Agreement.pdf
Is LSB responsible for any actions or omissions by the seller?,"No, LSB is not responsible for any actions or omissions by the seller. The seller agrees that LSB exercises no control over the methods, operations, and practices of the seller except as provided in the agreement and the Manual.",simple,Broker_Agreement.pdf
Is Seller required to submit or refer Loans for purchase by LSB?,"No, Seller is under no obligation to submit or refer Loans for purchase by LSB. LSB is also under no obligation to purchase Loans from Seller.",simple,Broker_Agreement.pdf
What is the recapture period for loans exceeding FNMA/FHLMC conforming loan limits?,The recapture period for loans exceeding FNMA/FHLMC conforming loan limits is within twelve (12) months after the loan close date.,simple,Broker_Agreement.pdf
What happens if LSB determines that a loan was originated in violation of the agreement or applicable law?,"If LSB determines that a loan was originated in violation of the agreement or applicable law, Seller must immediately correct or cure such defect within the time prescribed by LSB. If Seller fails to do so, LSB may repurchase the defective loan from Seller at the price required by LSB.",simple,Broker_Agreement.pdf
Is the seller required to maintain any licenses to perform its obligations under the agreement?,"Yes, the seller is required to maintain all necessary licenses to perform its obligations under the agreement.",simple,Broker_Agreement.pdf
