question,answer,question_type,filename
How can you solve the issue of creating a mutual bill for all the customers' engagement in Telia Sonera?,"Ole does not believe that creating a mutual bill for all the customers' engagement in Telia Sonera is a problem that should be solved in the data warehouse. Instead, he believes it is a problem that should be solved by the billing systems.",simple,Telcom_Customer_Service_Information.pdf
What is the process from an idea of new information to it actually being used in a customer service unit?,"The process from an idea of new information to it actually being used in a customer service unit involves registering the idea as an errand and prioritizing it. If the errand is big enough, a project leader gets assigned to oversee its implementation.",simple,Telcom_Customer_Service_Information.pdf
What was the result of the discussion on business rules and how they are experienced by the customer service representative?,"Siv explained that there are a relatively low amount of decision support rules, or ""business rules"" enforced to help the customer service representative make decisions in sales, assurance, and fulfillment.",simple,Telcom_Customer_Service_Information.pdf
What is the main challenge in working with a requirement base that spans 15 years and building an enterprise warehouse with a modern thought in mind?,The main challenge is handling requirements that are 15 years old and at the same time building an enterprise warehouse with a modern thought in mind. This requires considering the origin of the data and storing it in a way that allows for easy retrieval and analysis.,simple,Telcom_Customer_Service_Information.pdf
How does Ole want data to be brought into the warehouse environment when it is bought from external services?,"Ole wants data to be brought into the warehouse environment through the operative systems, as all the other data would be taken in.",simple,Telcom_Customer_Service_Information.pdf
"What is the challenge in applying business rules to data and taking it back into the business, according to Ole?","The challenge in applying business rules to data and taking it back into the business, according to Ole, is that it isn't that hard, but it can be a problem.",simple,Telcom_Customer_Service_Information.pdf
Why do telecoms and cable TV companies use mass marketing to reduce churn?,"Telecoms and cable TV companies use mass marketing to reduce churn because it is expensive to acquire a new broadband or phone customer, and when a customer switches, the company loses not only the acquisition cost but also the revenue that the customer would have provided for a year or more.",simple,Telcom_Customer_Service_Information.pdf
What is the difference between a data warehouse and an ODS in terms of data age?,"A data warehouse may contain data that is many years old, while an ODS typically contains 30 to 60 days of information, according to Rasmusen, Goldy, and Solli (2002).",simple,Telcom_Customer_Service_Information.pdf
What is a big problem that Ole sees in working with business intelligence?,A big problem that Ole sees in working with business intelligence is working with legacy requirements and at the same time considering building a modern enterprise warehouse.,simple,Telcom_Customer_Service_Information.pdf
Which information area do you believe is most related to problems for a customer service representative?,"The biggest problem is all addresses that are not standing correct in the system, followed by fiber LAN, converting ADSL to fiber and in reverse, invoice changes, and costs and invoice.",simple,Telcom_Customer_Service_Information.pdf
How does the system handle large or complex data that cannot be sent in a message?,"If the data is too big or too complex so that it efficiently can be sent in a message, the answer gets uploaded into a file and a message is sent to the system that it may retrieve the file.",simple,Telcom_Customer_Service_Information.pdf
What is Ole's view on storing process neutral information vs. business data with business rules attached?,"Ole believes that storing process neutral information is always possible for many goals, but storing business data with business rules attached should be done for a purpose and planned for the future.",simple,Telcom_Customer_Service_Information.pdf
"What is Business Process Execution Language (BPEL), and who created it?","BPEL is an XML-based language used to join disparate functions into an integrated process, allowing for flexible business transactions. It was created by several companies, including Adobe, Avaya, BEA, Hewlett-Packard, IBM, Novell, Oracle, NEC, SAP, and Microsoft.",simple,Telcom_Customer_Service_Information.pdf
Which information area do you believe has inadequate information to perform the work effectively/efficiently?,"According to the survey, the information area that is believed to have inadequate information is customer history, changes in Apollo, fiber LAN area, and nothing is wrong with the information but the time to learn it is too short.",simple,Telcom_Customer_Service_Information.pdf
Can the profiling part of the data be outsourced to an external company?,"Yes, the profiling part of the data can be outsourced to an external company; these companies can be specialized on just profiling. They might have more efficient databases that are column oriented.",simple,Telcom_Customer_Service_Information.pdf
"What is the root cause of the problem with the traditional approach to developing IT systems, according to Inmon?","The root cause is that the budget cycle and career cycle of top-level decision-makers dictate the development of long-term information systems, which leads to a short-sighted focus on development and deployment costs rather than long-term costs.",simple,Telcom_Customer_Service_Information.pdf
"What is the issue with merging two different areas into one data mart, according to Ole?","The issue with merging two different areas into one data mart, according to Ole, is that it can cause problems with making the data coherent.",simple,Telcom_Customer_Service_Information.pdf
What did Siv suggest as a solution to the problem of misinterpretations by the customer?,"Siv suggested that the customer service unit should have more information concerning the customer, for example, if the customer hasn't plugged in their new TV package, the customer service representative could call them and offer support in how to install it.",simple,Telcom_Customer_Service_Information.pdf
"What are the two big areas that a customer service unit can benefit from, according to Lage Eriksson?","The two big areas that a customer service unit can benefit from are customer engagement alongside offerings, churn, and patterns, and support for error analysis, including the ability for customers to apply tests to their hardware and connectivity.",simple,Telcom_Customer_Service_Information.pdf
What was the suggestion for improving the customer quality offered and decreasing the amount of incoming calls?,"The suggestion for improving the customer quality offered and decreasing the amount of incoming calls was to provide the customer service representative with more information concerning the customer, for example, if the customer hasn't installed their digital TV box, the customer service representative could offer help on how to install and use it.",simple,Telcom_Customer_Service_Information.pdf
What was the main problem that the customer service unit faced according to the analysis?,"According to the analysis, the customer service unit faced a problem of scattered information, which made it difficult for the customer service representative to locate information, and instead, they had to spend time searching for it, reducing their ability to concentrate on being service-minded.",simple,Telcom_Customer_Service_Information.pdf
"What is the purpose of conducting a questionnaire, and how was it used in the study described in the text?","The purpose of conducting a questionnaire is to gather information from a large number of participants, and it was used in the study described in the text to gather information from customer service representatives.",simple,Telcom_Customer_Service_Information.pdf
